arrivalTime,departureTime
2013-07-01 00:37:23,0
0,2013-07-01 00:52:41
0,2013-07-01 00:52:30
2013-07-01 00:52:38,0
2013-07-01 00:52:50,0
0,2013-07-01 01:51:59
0,2013-07-01 05:20:42
0,2013-07-01 07:02:02
0,2013-07-01 07:09:33
2013-07-01 07:09:58,0
0,2013-07-01 07:40:17
0,2013-07-01 07:42:41
0,2013-07-01 07:54:18
0,2013-07-01 07:59:57
0,2013-07-01 08:14:12
0,2013-07-01 08:12:02
0,2013-07-01 08:09:10
0,2013-07-01 08:09:27
2013-07-01 08:07:20,0
0,2013-07-01 08:12:34
2013-07-01 08:11:39,0
2013-07-01 08:13:13,0
0,2013-07-01 08:23:43
2013-07-01 08:22:17,0
0,2013-07-01 08:57:01
0,2013-07-01 08:52:53
0,2013-07-01 08:45:57
2013-07-01 08:39:44,0
0,2013-07-01 08:44:23
0,2013-07-01 08:48:00
0,2013-07-01 08:48:16
0,2013-07-01 08:52:41
0,2013-07-01 09:01:22
0,2013-07-01 08:58:37
0,2013-07-01 08:59:05
0,2013-07-01 08:52:59
0,2013-07-01 09:02:39
0,2013-07-01 08:56:46
0,2013-07-01 09:08:29
0,2013-07-01 09:03:16
0,2013-07-01 09:36:27
2013-07-01 09:07:59,0
2013-07-01 09:08:13,0
2013-07-01 09:08:43,0
2013-07-01 09:09:01,0
0,2013-07-01 09:20:19
2013-07-01 09:15:14,0
0,2013-07-01 09:28:20
0,2013-07-01 09:48:17
2013-07-01 09:18:43,0
2013-07-01 09:20:22,0
2013-07-01 09:22:54,0
2013-07-01 09:25:23,0
2013-07-01 09:33:13,0
0,2013-07-01 10:07:10
2013-07-01 09:36:02,0
2013-07-01 09:37:29,0
0,2013-07-01 09:48:50
0,2013-07-01 09:55:10
0,2013-07-01 10:13:13
0,2013-07-01 10:17:18
2013-07-01 10:10:50,0
0,2013-07-01 10:49:15
2013-07-01 10:56:06,0
0,2013-07-01 11:48:31
2013-07-01 11:44:11,0
2013-07-01 12:13:06,0
0,2013-07-01 12:30:21
2013-07-01 12:23:40,0
2013-07-01 13:10:42,0
2013-07-01 13:19:47,0
2013-07-01 13:23:47,0
0,2013-07-01 13:47:51
2013-07-01 14:14:00,0
2013-07-01 14:17:38,0
2013-07-01 14:24:22,0
2013-07-01 14:26:11,0
2013-07-01 14:27:44,0
2013-07-01 14:29:05,0
2013-07-01 15:26:16,0
0,2013-07-01 15:37:12
0,2013-07-01 15:50:36
2013-07-01 15:37:04,0
2013-07-01 15:37:13,0
2013-07-01 16:02:38,0
0,2013-07-01 16:23:03
2013-07-01 16:03:26,0
2013-07-01 16:10:52,0
0,2013-07-01 16:22:37
0,2013-07-01 16:30:18
0,2013-07-01 16:32:42
0,2013-07-01 16:33:56
0,2013-07-01 16:49:20
2013-07-01 16:46:49,0
0,2013-07-01 16:57:25
0,2013-07-01 16:58:53
0,2013-07-01 17:15:49
2013-07-01 16:52:20,0
0,2013-07-01 17:04:58
0,2013-07-01 17:09:13
0,2013-07-01 17:26:22
2013-07-01 17:06:19,0
2013-07-01 17:09:00,0
2013-07-01 17:15:28,0
2013-07-01 17:16:17,0
2013-07-01 17:16:48,0
0,2013-07-01 17:44:37
0,2013-07-01 17:40:09
2013-07-01 17:26:23,0
2013-07-01 17:26:58,0
2013-07-01 17:27:09,0
2013-07-01 17:30:39,0
2013-07-01 17:31:55,0
2013-07-01 17:33:59,0
2013-07-01 17:37:14,0
2013-07-01 17:39:31,0
0,2013-07-01 17:54:17
2013-07-01 17:44:04,0
2013-07-01 17:45:50,0
2013-07-01 17:46:31,0
2013-07-01 17:52:40,0
0,2013-07-01 18:16:24
2013-07-01 17:53:20,0
2013-07-01 18:01:27,0
0,2013-07-01 18:07:35
2013-07-01 18:06:27,0
2013-07-01 18:21:02,0
2013-07-01 18:22:22,0
0,2013-07-01 18:31:35
2013-07-01 18:27:09,0
0,2013-07-01 18:46:23
2013-07-01 18:32:36,0
0,2013-07-01 19:02:55
0,2013-07-01 18:48:36
2013-07-01 18:48:25,0
0,2013-07-01 18:57:30
2013-07-01 18:49:53,0
2013-07-01 18:57:51,0
2013-07-01 19:06:02,0
2013-07-01 19:41:27,0
0,2013-07-01 19:53:46
0,2013-07-01 20:01:19
2013-07-01 20:01:38,0
0,2013-07-01 20:28:16
2013-07-01 20:35:59,0
0,2013-07-01 20:51:48
0,2013-07-01 21:03:36
2013-07-01 21:07:47,0
0,2013-07-01 21:16:28
