arrivalTime,departureTime
2013-07-01 00:47:37,0
0,2013-07-01 06:08:08
0,2013-07-01 06:55:21
0,2013-07-01 07:03:27
2013-07-01 07:11:36,0
0,2013-07-01 07:16:27
0,2013-07-01 07:26:16
2013-07-01 07:33:55,0
0,2013-07-01 07:46:15
0,2013-07-01 07:47:27
2013-07-01 07:44:25,0
2013-07-01 07:48:41,0
0,2013-07-01 07:55:53
2013-07-01 07:51:12,0
0,2013-07-01 08:01:39
0,2013-07-01 08:04:20
0,2013-07-01 08:12:15
0,2013-07-01 08:03:21
2013-07-01 08:02:21,0
0,2013-07-01 08:15:48
2013-07-01 08:11:32,0
0,2013-07-01 08:27:30
2013-07-01 08:20:15,0
0,2013-07-01 09:11:35
0,2013-07-01 08:41:14
2013-07-01 08:34:14,0
2013-07-01 08:34:18,0
2013-07-01 08:34:59,0
0,2013-07-01 08:53:36
0,2013-07-01 08:45:37
0,2013-07-01 08:57:51
0,2013-07-01 08:57:56
0,2013-07-01 08:58:31
0,2013-07-01 09:03:11
2013-07-01 08:54:29,0
0,2013-07-01 09:07:34
0,2013-07-01 09:05:16
0,2013-07-01 09:06:30
0,2013-07-01 09:05:42
0,2013-07-01 09:25:42
0,2013-07-01 09:14:11
0,2013-07-01 09:22:16
0,2013-07-01 09:21:30
0,2013-07-01 14:18:29
0,2013-07-01 09:40:06
2013-07-01 09:44:33,0
0,2013-07-01 10:11:01
2013-07-01 09:53:08,0
2013-07-01 10:40:49,0
0,2013-07-01 11:09:29
2013-07-01 12:02:04,0
2013-07-01 12:05:37,0
2013-07-01 12:18:34,0
0,2013-07-01 12:48:35
0,2013-07-01 12:55:32
0,2013-07-01 13:07:05
0,2013-07-01 13:13:34
2013-07-01 13:37:52,0
0,2013-07-01 14:07:23
0,2013-07-01 13:55:55
2013-07-01 13:51:36,0
2013-07-01 14:02:04,0
2013-07-01 14:18:09,0
0,2013-07-01 14:46:44
0,2013-07-01 14:35:01
2013-07-01 15:05:29,0
2013-07-01 15:10:51,0
2013-07-01 15:11:00,0
2013-07-01 15:18:28,0
0,2013-07-01 15:39:55
0,2013-07-01 15:38:00
0,2013-07-01 15:43:41
0,2013-07-01 15:44:23
0,2013-07-01 15:55:28
2013-07-01 16:01:12,0
2013-07-01 16:04:32,0
0,2013-07-01 16:29:05
2013-07-01 16:31:08,0
0,2013-07-01 16:54:31
0,2013-07-01 16:40:13
2013-07-01 16:38:37,0
2013-07-01 16:41:34,0
0,2013-07-01 17:01:13
0,2013-07-01 17:14:33
0,2013-07-01 17:07:31
2013-07-01 17:04:31,0
0,2013-07-01 17:12:34
2013-07-01 17:14:33,0
2013-07-01 17:15:14,0
0,2013-07-01 17:45:31
2013-07-01 17:20:42,0
2013-07-01 17:23:02,0
0,2013-07-01 17:44:16
2013-07-01 17:28:13,0
0,2013-07-01 17:41:06
0,2013-07-01 17:43:39
2013-07-01 17:37:04,0
2013-07-01 17:38:11,0
0,2013-07-01 17:47:17
2013-07-01 17:46:18,0
2013-07-01 17:51:13,0
2013-07-01 17:53:31,0
0,2013-07-01 18:01:50
0,2013-07-01 18:17:50
2013-07-01 18:06:47,0
2013-07-01 18:18:11,0
2013-07-01 18:18:28,0
2013-07-01 18:19:05,0
0,2013-07-01 18:31:12
0,2013-07-01 18:38:05
0,2013-07-01 18:28:56
0,2013-07-01 18:31:29
0,2013-07-01 18:40:05
0,2013-07-01 18:55:13
2013-07-01 18:26:36,0
2013-07-01 18:28:25,0
2013-07-01 18:32:04,0
2013-07-01 18:32:36,0
2013-07-01 18:34:38,0
2013-07-01 18:36:31,0
2013-07-01 18:36:36,0
2013-07-01 18:37:13,0
2013-07-01 18:38:24,0
2013-07-01 18:44:39,0
0,2013-07-01 18:59:24
2013-07-01 18:53:49,0
0,2013-07-01 19:03:02
2013-07-01 18:57:10,0
2013-07-01 18:58:48,0
2013-07-01 19:00:40,0
0,2013-07-01 19:17:52
2013-07-01 19:07:32,0
0,2013-07-01 19:16:56
2013-07-01 19:14:38,0
2013-07-01 19:17:28,0
2013-07-01 19:17:53,0
2013-07-01 19:18:31,0
0,2013-07-01 19:19:51
2013-07-01 19:18:49,0
2013-07-01 19:21:04,0
2013-07-01 19:27:07,0
2013-07-01 19:35:05,0
2013-07-01 19:35:17,0
0,2013-07-01 19:45:55
0,2013-07-01 19:49:54
2013-07-01 19:46:24,0
2013-07-01 19:52:27,0
0,2013-07-01 20:19:32
0,2013-07-01 20:17:30
2013-07-01 20:02:09,0
0,2013-07-01 20:21:42
0,2013-07-01 20:43:31
0,2013-07-01 20:22:42
2013-07-01 20:26:03,0
0,2013-07-01 20:35:20
2013-07-01 20:42:28,0
0,2013-07-01 20:53:35
2013-07-01 20:48:01,0
2013-07-01 20:50:55,0
2013-07-01 20:51:05,0
2013-07-01 20:51:35,0
0,2013-07-01 21:01:07
0,2013-07-01 21:00:30
2013-07-01 20:58:35,0
2013-07-01 21:07:21,0
2013-07-01 21:21:02,0
0,2013-07-01 21:32:02
0,2013-07-01 21:56:24
2013-07-01 21:46:50,0
2013-07-01 22:06:51,0
2013-07-01 22:07:06,0
0,2013-07-01 22:19:16
2013-07-01 22:12:26,0
2013-07-01 22:13:12,0
2013-07-01 22:22:18,0
2013-07-01 22:36:46,0
2013-07-01 22:40:55,0
0,2013-07-01 23:14:58
2013-07-01 23:16:12,0
0,2013-07-01 23:47:12
2013-07-01 23:53:41,0
0,2013-07-02 00:26:30
0,2013-07-02 00:26:32
2013-07-02 00:30:29,0
0,2013-07-02 05:56:38
0,2013-07-02 06:14:44
