arrivalTime,departureTime
2013-07-01 00:03:10,0
2013-07-01 06:41:58,0
0,2013-07-01 07:01:11
0,2013-07-01 08:31:00
0,2013-07-01 07:07:58
2013-07-01 07:19:44,0
0,2013-07-01 07:53:57
0,2013-07-01 08:28:23
0,2013-07-01 08:10:50
0,2013-07-01 08:34:48
0,2013-07-01 08:08:28
2013-07-01 08:06:56,0
0,2013-07-01 08:21:28
2013-07-01 08:30:27,0
2013-07-01 08:32:52,0
0,2013-07-01 09:10:49
0,2013-07-01 08:46:39
0,2013-07-01 08:48:43
0,2013-07-01 09:03:12
2013-07-01 08:40:56,0
0,2013-07-01 08:53:02
0,2013-07-01 09:08:19
0,2013-07-01 09:15:07
0,2013-07-01 09:19:37
2013-07-01 09:17:54,0
2013-07-01 09:24:53,0
0,2013-07-01 09:30:52
0,2013-07-01 09:39:00
0,2013-07-01 09:47:55
2013-07-01 09:41:20,0
0,2013-07-01 09:48:05
2013-07-01 09:43:04,0
2013-07-01 09:45:41,0
0,2013-07-01 10:43:12
2013-07-01 10:38:00,0
2013-07-01 11:43:31,0
0,2013-07-01 12:14:44
0,2013-07-01 13:01:35
0,2013-07-01 13:18:12
0,2013-07-01 13:18:06
2013-07-01 13:59:04,0
2013-07-01 13:59:27,0
0,2013-07-01 14:22:54
2013-07-01 14:58:54,0
2013-07-01 15:17:21,0
0,2013-07-01 15:40:49
0,2013-07-01 15:45:51
0,2013-07-01 15:58:41
2013-07-01 16:05:19,0
0,2013-07-01 16:11:48
2013-07-01 16:15:39,0
0,2013-07-01 16:51:18
2013-07-01 16:42:49,0
2013-07-01 16:50:16,0
2013-07-01 17:11:33,0
2013-07-01 17:11:39,0
2013-07-01 17:11:53,0
2013-07-01 17:15:51,0
0,2013-07-01 17:30:35
2013-07-01 17:30:51,0
2013-07-01 17:32:51,0
0,2013-07-01 18:11:54
2013-07-01 17:36:07,0
2013-07-01 17:36:26,0
2013-07-01 17:47:36,0
2013-07-01 17:48:35,0
2013-07-01 17:52:27,0
2013-07-01 18:03:04,0
2013-07-01 18:04:44,0
0,2013-07-01 18:11:45
2013-07-01 18:09:25,0
0,2013-07-01 18:25:01
0,2013-07-01 18:21:57
2013-07-01 18:15:51,0
2013-07-01 18:15:55,0
2013-07-01 18:19:22,0
2013-07-01 18:22:28,0
0,2013-07-01 18:37:45
0,2013-07-01 18:38:05
0,2013-07-01 18:49:31
2013-07-01 18:33:04,0
2013-07-01 18:40:54,0
2013-07-01 18:41:04,0
2013-07-01 18:45:22,0
2013-07-01 18:46:37,0
0,2013-07-01 18:59:50
2013-07-01 18:48:55,0
2013-07-01 18:51:16,0
2013-07-01 18:54:45,0
2013-07-01 18:55:58,0
0,2013-07-01 19:07:51
2013-07-01 19:02:26,0
2013-07-01 19:02:58,0
2013-07-01 19:08:55,0
0,2013-07-01 19:52:17
2013-07-01 19:25:42,0
0,2013-07-01 19:51:28
0,2013-07-01 19:51:26
0,2013-07-01 19:53:37
0,2013-07-01 19:52:52
2013-07-01 19:52:49,0
2013-07-01 19:53:00,0
2013-07-01 19:54:20,0
0,2013-07-01 20:09:25
2013-07-01 20:01:31,0
2013-07-01 20:11:32,0
0,2013-07-01 20:40:25
2013-07-01 20:46:50,0
0,2013-07-01 22:18:42
2013-07-01 22:20:11,0
0,2013-07-01 22:59:29
2013-07-02 00:15:28,0
0,2013-07-02 01:36:51
2013-07-02 06:50:21,0
0,2013-07-02 07:16:59
0,2013-07-02 07:54:36
0,2013-07-02 07:38:09
0,2013-07-02 07:34:53
0,2013-07-02 07:35:12
2013-07-02 07:46:16,0
0,2013-07-02 07:59:16
0,2013-07-02 08:03:00
0,2013-07-02 08:04:33
0,2013-07-02 08:34:44
0,2013-07-02 08:13:45
0,2013-07-02 08:29:26
0,2013-07-02 08:28:44
0,2013-07-02 08:21:13
0,2013-07-02 08:20:34
0,2013-07-02 08:22:35
2013-07-02 08:23:55,0
0,2013-07-02 08:34:00
2013-07-02 08:28:30,0
2013-07-02 08:30:15,0
2013-07-02 08:30:31,0
0,2013-07-02 08:45:49
0,2013-07-02 08:43:43
2013-07-02 08:38:36,0
0,2013-07-02 08:53:19
2013-07-02 08:43:29,0
2013-07-02 08:43:34,0
0,2013-07-02 08:56:38
2013-07-02 08:50:29,0
2013-07-02 08:52:37,0
0,2013-07-02 09:06:46
0,2013-07-02 09:00:46
2013-07-02 09:00:35,0
2013-07-02 09:00:38,0
2013-07-02 09:01:34,0
2013-07-02 09:05:30,0
2013-07-02 09:06:04,0
0,2013-07-02 09:38:31
0,2013-07-02 09:32:30
0,2013-07-02 09:21:05
2013-07-02 09:12:07,0
0,2013-07-02 09:27:45
0,2013-07-02 09:34:07
0,2013-07-02 09:27:56
0,2013-07-02 09:26:20
2013-07-02 09:29:13,0
2013-07-02 09:30:43,0
0,2013-07-02 09:44:20
0,2013-07-02 09:48:21
0,2013-07-02 09:50:39
0,2013-07-02 10:01:01
0,2013-07-02 09:51:22
0,2013-07-02 09:54:39
0,2013-07-02 09:56:43
0,2013-07-02 10:02:13
0,2013-07-02 10:15:46
0,2013-07-02 10:17:19
0,2013-07-02 10:22:19
2013-07-02 10:09:26,0
0,2013-07-02 10:16:00
2013-07-02 10:19:33,0
2013-07-02 10:24:48,0
2013-07-02 10:35:23,0
0,2013-07-02 10:57:34
0,2013-07-02 11:12:20
0,2013-07-02 10:53:35
0,2013-07-02 11:04:56
0,2013-07-02 10:59:35
0,2013-07-02 11:05:40
2013-07-02 10:52:54,0
2013-07-02 10:53:12,0
2013-07-02 10:53:32,0
2013-07-02 10:53:47,0
0,2013-07-02 11:01:36
0,2013-07-02 11:21:23
2013-07-02 11:12:27,0
2013-07-02 11:33:01,0
2013-07-02 11:34:20,0
2013-07-02 11:36:21,0
0,2013-07-02 12:11:31
2013-07-02 12:10:03,0
0,2013-07-02 12:27:40
0,2013-07-02 12:27:22
0,2013-07-02 12:24:22
0,2013-07-02 12:24:13
0,2013-07-02 12:32:25
2013-07-02 12:26:48,0
0,2013-07-02 12:38:35
0,2013-07-02 12:55:42
2013-07-02 12:42:02,0
2013-07-02 12:52:43,0
2013-07-02 12:58:20,0
0,2013-07-02 13:15:55
2013-07-02 13:23:21,0
2013-07-02 13:35:25,0
2013-07-02 13:58:46,0
2013-07-02 14:12:56,0
2013-07-02 14:18:00,0
2013-07-02 14:27:16,0
2013-07-02 14:34:42,0
2013-07-02 14:51:07,0
2013-07-02 14:51:34,0
2013-07-02 14:51:57,0
2013-07-02 14:57:01,0
2013-07-02 14:59:44,0
0,2013-07-02 16:11:55
2013-07-02 15:12:52,0
2013-07-02 15:17:00,0
0,2013-07-02 15:19:05
2013-07-02 15:17:51,0
2013-07-02 15:26:21,0
0,2013-07-02 15:41:39
0,2013-07-02 15:44:41
2013-07-02 15:36:21,0
2013-07-02 15:39:35,0
0,2013-07-02 16:01:07
2013-07-02 15:40:34,0
0,2013-07-02 15:50:15
2013-07-02 15:46:24,0
0,2013-07-02 15:52:45
2013-07-02 15:52:18,0
2013-07-02 16:05:18,0
0,2013-07-02 16:27:47
2013-07-02 16:09:04,0
0,2013-07-02 16:24:37
2013-07-02 16:32:16,0
0,2013-07-02 16:41:10
2013-07-02 16:39:35,0
2013-07-02 16:41:37,0
2013-07-02 16:42:04,0
2013-07-02 16:44:39,0
0,2013-07-02 17:06:29
0,2013-07-02 16:56:11
0,2013-07-02 17:06:26
0,2013-07-02 17:06:28
2013-07-02 16:47:50,0
0,2013-07-02 16:59:19
2013-07-02 16:51:13,0
2013-07-02 16:57:32,0
0,2013-07-02 17:05:43
2013-07-02 16:58:20,0
0,2013-07-02 17:21:49
0,2013-07-02 17:28:00
2013-07-02 17:28:12,0
2013-07-02 17:28:33,0
2013-07-02 17:28:40,0
2013-07-02 17:30:58,0
2013-07-02 17:30:58,0
2013-07-02 17:31:59,0
2013-07-02 17:34:39,0
0,2013-07-02 17:45:04
2013-07-02 17:53:03,0
0,2013-07-02 18:32:45
2013-07-02 18:32:52,0
0,2013-07-02 18:57:30
2013-07-02 19:00:21,0
2013-07-02 19:01:05,0
0,2013-07-02 19:49:11
0,2013-07-02 19:53:24
0,2013-07-02 20:32:12
0,2013-07-02 20:24:31
2013-07-02 20:18:55,0
2013-07-02 20:38:30,0
0,2013-07-02 21:10:02
2013-07-02 21:19:13,0
0,2013-07-02 21:52:16
0,2013-07-02 22:24:21
2013-07-02 22:22:31,0
2013-07-02 23:07:48,0
2013-07-02 23:24:06,0
0,2013-07-03 00:38:10
0,2013-07-03 00:38:11
2013-07-03 01:15:10,0
2013-07-03 01:33:12,0
0,2013-07-03 03:02:31
2013-07-03 06:26:57,0
0,2013-07-03 07:22:44
0,2013-07-03 07:28:19
0,2013-07-03 07:29:11
0,2013-07-03 07:44:59
0,2013-07-03 07:33:36
2013-07-03 07:33:57,0
2013-07-03 07:41:39,0
0,2013-07-03 07:54:33
2013-07-03 07:49:31,0
0,2013-07-03 08:03:36
0,2013-07-03 10:01:54
0,2013-07-03 08:12:12
0,2013-07-03 08:14:30
2013-07-03 08:08:36,0
0,2013-07-03 08:43:45
0,2013-07-03 08:15:47
0,2013-07-03 08:29:10
0,2013-07-03 08:34:53
0,2013-07-03 08:45:20
0,2013-07-03 08:43:58
0,2013-07-03 08:49:44
2013-07-03 08:38:43,0
0,2013-07-03 08:57:39
0,2013-07-03 08:58:58
2013-07-03 08:56:10,0
0,2013-07-03 09:15:47
2013-07-03 08:57:39,0
0,2013-07-03 09:08:49
0,2013-07-03 09:04:26
0,2013-07-03 09:10:47
0,2013-07-03 09:29:59
0,2013-07-03 09:19:23
0,2013-07-03 09:18:15
2013-07-03 09:14:23,0
0,2013-07-03 09:32:03
2013-07-03 09:18:01,0
0,2013-07-03 09:25:00
0,2013-07-03 09:27:05
2013-07-03 09:25:41,0
0,2013-07-03 09:34:18
0,2013-07-03 09:35:10
0,2013-07-03 09:41:01
0,2013-07-03 09:41:36
2013-07-03 09:31:10,0
2013-07-03 09:31:25,0
0,2013-07-03 09:44:08
0,2013-07-03 09:41:12
2013-07-03 09:35:38,0
2013-07-03 09:36:27,0
2013-07-03 09:40:47,0
2013-07-03 09:49:58,0
0,2013-07-03 10:01:50
0,2013-07-03 09:55:44
2013-07-03 09:52:43,0
2013-07-03 10:04:09,0
2013-07-03 10:33:30,0
0,2013-07-03 11:00:06
2013-07-03 10:43:45,0
2013-07-03 10:55:20,0
2013-07-03 10:57:26,0
0,2013-07-03 11:30:24
2013-07-03 11:40:52,0
2013-07-03 11:40:55,0
0,2013-07-03 12:02:48
2013-07-03 11:49:06,0
2013-07-03 11:53:58,0
0,2013-07-03 12:07:11
2013-07-03 12:09:07,0
2013-07-03 12:13:15,0
0,2013-07-03 12:29:34
0,2013-07-03 12:45:46
0,2013-07-03 12:45:07
0,2013-07-03 12:33:47
2013-07-03 12:28:01,0
2013-07-03 12:29:19,0
2013-07-03 12:30:30,0
0,2013-07-03 12:49:21
2013-07-03 12:36:22,0
2013-07-03 12:53:39,0
2013-07-03 13:04:27,0
2013-07-03 13:09:41,0
0,2013-07-03 13:21:50
0,2013-07-03 13:18:03
0,2013-07-03 13:27:45
2013-07-03 13:23:25,0
2013-07-03 13:23:48,0
2013-07-03 13:38:26,0
2013-07-03 13:40:14,0
2013-07-03 13:40:22,0
2013-07-03 13:44:47,0
0,2013-07-03 13:52:21
0,2013-07-03 14:05:25
2013-07-03 13:58:35,0
0,2013-07-03 14:43:18
0,2013-07-03 14:04:45
2013-07-03 14:04:07,0
0,2013-07-03 14:07:35
2013-07-03 14:05:25,0
2013-07-03 14:17:36,0
0,2013-07-03 15:30:46
2013-07-03 15:14:48,0
2013-07-03 15:17:16,0
2013-07-03 15:22:55,0
