arrivalTime,departureTime
0,2013-07-01 00:39:47
2013-07-01 00:11:40,0
0,2013-07-01 00:25:42
2013-07-01 00:51:28,0
2013-07-01 01:46:19,0
2013-07-01 05:08:40,0
0,2013-07-01 06:43:32
0,2013-07-01 06:44:16
0,2013-07-01 07:34:14
0,2013-07-01 07:45:36
2013-07-01 07:45:41,0
2013-07-01 08:11:23,0
2013-07-01 08:33:57,0
2013-07-01 08:43:12,0
2013-07-01 08:48:38,0
2013-07-01 09:04:35,0
0,2013-07-01 09:26:47
0,2013-07-01 09:52:15
2013-07-01 09:34:37,0
0,2013-07-01 09:46:53
2013-07-01 09:39:56,0
2013-07-01 10:26:20,0
0,2013-07-01 10:49:34
2013-07-01 10:56:15,0
2013-07-01 12:08:51,0
2013-07-01 12:25:19,0
0,2013-07-01 12:58:41
0,2013-07-01 13:12:22
2013-07-01 13:13:38,0
2013-07-01 13:52:48,0
2013-07-01 14:08:07,0
0,2013-07-01 14:38:33
0,2013-07-01 15:38:51
2013-07-01 15:32:48,0
0,2013-07-01 15:50:23
0,2013-07-01 16:08:35
0,2013-07-01 16:28:48
0,2013-07-01 16:58:11
0,2013-07-01 17:13:38
2013-07-01 16:58:34,0
0,2013-07-01 17:27:13
0,2013-07-01 17:50:38
0,2013-07-01 17:28:19
0,2013-07-01 17:31:13
0,2013-07-01 17:32:03
0,2013-07-01 18:49:38
0,2013-07-01 17:45:16
2013-07-01 18:23:20,0
0,2013-07-01 18:59:16
2013-07-01 18:44:59,0
2013-07-01 18:49:12,0
2013-07-01 18:51:30,0
0,2013-07-01 18:56:25
2013-07-01 18:53:36,0
0,2013-07-01 19:34:15
0,2013-07-01 19:48:12
2013-07-01 19:43:26,0
0,2013-07-01 20:05:11
0,2013-07-01 20:02:22
0,2013-07-01 20:02:22
2013-07-01 20:02:00,0
2013-07-01 20:05:28,0
0,2013-07-01 20:12:02
2013-07-01 20:10:43,0
0,2013-07-01 20:11:57
0,2013-07-01 20:37:28
0,2013-07-01 20:47:31
0,2013-07-01 20:51:45
0,2013-07-01 20:48:16
2013-07-01 20:32:57,0
2013-07-01 20:42:22,0
2013-07-01 20:42:25,0
0,2013-07-01 21:07:07
0,2013-07-01 21:05:09
0,2013-07-01 21:03:05
2013-07-01 20:51:20,0
0,2013-07-01 21:09:24
0,2013-07-01 21:26:42
0,2013-07-01 21:15:55
0,2013-07-01 21:21:19
0,2013-07-01 21:20:56
2013-07-01 21:14:13,0
2013-07-01 21:14:32,0
0,2013-07-01 21:21:00
0,2013-07-01 21:22:48
2013-07-01 21:19:19,0
2013-07-01 21:26:31,0
2013-07-01 21:26:54,0
0,2013-07-01 21:33:55
0,2013-07-01 21:38:19
0,2013-07-01 21:40:09
2013-07-01 21:35:05,0
2013-07-01 21:43:20,0
0,2013-07-01 21:50:19
0,2013-07-01 22:25:48
2013-07-01 22:14:15,0
2013-07-01 22:24:28,0
2013-07-01 23:17:41,0
0,2013-07-01 23:24:06
0,2013-07-01 23:34:57
0,2013-07-02 00:14:00
0,2013-07-02 00:11:30
0,2013-07-02 00:10:40
2013-07-02 00:27:00,0
0,2013-07-02 01:31:31
2013-07-02 05:33:56,0
0,2013-07-02 05:44:10
2013-07-02 06:12:41,0
0,2013-07-02 06:43:07
0,2013-07-02 06:43:48
2013-07-02 06:36:06,0
2013-07-02 07:14:46,0
0,2013-07-02 08:10:09
2013-07-02 08:02:13,0
0,2013-07-02 08:25:12
2013-07-02 08:22:34,0
0,2013-07-02 08:34:38
2013-07-02 08:40:25,0
2013-07-02 08:47:59,0
0,2013-07-02 09:07:16
2013-07-02 09:24:27,0
2013-07-02 09:48:42,0
2013-07-02 09:49:32,0
2013-07-02 10:04:54,0
0,2013-07-02 10:14:34
2013-07-02 10:12:52,0
2013-07-02 10:24:46,0
2013-07-02 10:36:17,0
0,2013-07-02 10:52:23
0,2013-07-02 11:03:54
2013-07-02 11:01:05,0
0,2013-07-02 11:33:04
0,2013-07-02 11:42:16
0,2013-07-02 12:00:35
0,2013-07-02 12:18:02
0,2013-07-02 12:27:33
0,2013-07-02 13:45:33
2013-07-02 13:34:35,0
0,2013-07-02 14:47:15
0,2013-07-02 14:53:45
2013-07-02 15:20:29,0
2013-07-02 15:25:35,0
2013-07-02 15:49:31,0
0,2013-07-02 16:02:07
0,2013-07-02 16:25:34
0,2013-07-02 16:32:29
0,2013-07-02 16:31:49
0,2013-07-02 16:32:28
0,2013-07-02 16:43:14
0,2013-07-02 17:12:16
2013-07-02 16:58:22,0
0,2013-07-02 17:27:07
0,2013-07-02 17:27:26
0,2013-07-02 17:36:22
2013-07-02 17:32:48,0
0,2013-07-02 17:57:18
0,2013-07-02 18:14:01
0,2013-07-02 17:56:55
0,2013-07-02 17:56:29
0,2013-07-02 18:00:00
0,2013-07-02 18:24:15
2013-07-02 18:11:50,0
0,2013-07-02 18:43:42
2013-07-02 18:21:07,0
0,2013-07-02 18:27:00
0,2013-07-02 18:32:25
2013-07-02 18:23:35,0
2013-07-02 18:25:50,0
2013-07-02 18:35:44,0
2013-07-02 18:43:10,0
0,2013-07-02 19:21:54
0,2013-07-02 19:02:56
2013-07-02 19:00:09,0
0,2013-07-02 19:15:26
0,2013-07-02 19:09:46
2013-07-02 19:03:51,0
0,2013-07-02 19:22:01
0,2013-07-02 19:31:11
2013-07-02 19:08:25,0
2013-07-02 19:08:36,0
0,2013-07-02 19:35:39
0,2013-07-02 19:22:48
0,2013-07-02 19:22:12
0,2013-07-02 19:36:29
0,2013-07-02 19:31:41
0,2013-07-02 19:31:11
0,2013-07-02 19:39:47
0,2013-07-02 19:25:57
0,2013-07-02 19:29:24
0,2013-07-02 19:44:23
0,2013-07-02 19:43:50
0,2013-07-02 19:46:33
0,2013-07-02 19:49:05
0,2013-07-02 20:28:36
0,2013-07-02 20:21:46
0,2013-07-02 20:32:55
0,2013-07-02 20:23:07
0,2013-07-02 20:44:43
0,2013-07-02 20:44:29
2013-07-02 20:38:35,0
2013-07-02 20:40:14,0
0,2013-07-02 20:50:51
2013-07-02 20:44:57,0
2013-07-02 20:45:16,0
0,2013-07-02 20:54:47
0,2013-07-02 20:52:59
2013-07-02 20:49:24,0
0,2013-07-02 21:04:42
2013-07-02 21:04:26,0
2013-07-02 21:06:29,0
0,2013-07-02 21:19:57
0,2013-07-02 21:25:58
0,2013-07-02 21:49:53
0,2013-07-02 21:49:59
0,2013-07-02 21:49:56
0,2013-07-02 21:46:24
0,2013-07-02 21:43:30
2013-07-02 21:46:28,0
0,2013-07-02 22:06:11
0,2013-07-02 22:25:05
2013-07-02 22:02:54,0
2013-07-02 23:18:01,0
0,2013-07-03 00:20:47
2013-07-03 01:28:25,0
2013-07-03 01:29:11,0
2013-07-03 05:06:32,0
0,2013-07-03 05:09:30
2013-07-03 06:32:08,0
0,2013-07-03 07:05:40
0,2013-07-03 07:05:39
2013-07-03 07:59:08,0
0,2013-07-03 08:15:23
2013-07-03 08:23:47,0
0,2013-07-03 08:45:23
2013-07-03 08:44:19,0
2013-07-03 08:44:28,0
2013-07-03 08:47:02,0
2013-07-03 08:55:54,0
2013-07-03 08:59:10,0
2013-07-03 09:25:46,0
0,2013-07-03 10:01:06
2013-07-03 09:30:07,0
2013-07-03 09:32:13,0
2013-07-03 09:37:28,0
0,2013-07-03 09:46:49
2013-07-03 09:45:07,0
2013-07-03 09:49:31,0
0,2013-07-03 10:10:33
2013-07-03 09:56:38,0
0,2013-07-03 10:24:14
0,2013-07-03 10:27:45
2013-07-03 10:29:33,0
0,2013-07-03 11:27:29
0,2013-07-03 11:27:21
2013-07-03 11:48:15,0
0,2013-07-03 12:01:04
0,2013-07-03 12:12:22
2013-07-03 12:14:18,0
0,2013-07-03 12:26:03
2013-07-03 12:38:39,0
0,2013-07-03 13:27:45
0,2013-07-03 13:38:56
0,2013-07-03 13:38:51
0,2013-07-03 13:46:14
2013-07-03 13:40:09,0
2013-07-03 13:40:14,0
0,2013-07-03 14:06:53
0,2013-07-03 14:07:32
0,2013-07-03 14:07:57
0,2013-07-03 14:17:03
2013-07-03 15:25:40,0
0,2013-07-03 16:01:17
0,2013-07-03 15:56:01
0,2013-07-03 16:20:42
0,2013-07-03 16:19:49
0,2013-07-03 16:40:57
0,2013-07-03 16:25:09
0,2013-07-03 16:36:53
0,2013-07-03 16:46:33
0,2013-07-03 16:46:30
0,2013-07-03 16:37:36
0,2013-07-03 16:42:58
0,2013-07-03 16:45:37
0,2013-07-03 16:37:33
0,2013-07-03 16:48:23
0,2013-07-03 16:54:17
2013-07-03 16:42:52,0
2013-07-03 16:45:45,0
0,2013-07-03 17:05:49
0,2013-07-03 17:04:12
2013-07-03 16:49:11,0
0,2013-07-03 16:58:28
2013-07-03 16:50:39,0
2013-07-03 17:03:58,0
0,2013-07-03 17:10:12
0,2013-07-03 17:13:01
0,2013-07-03 17:28:36
0,2013-07-03 17:29:38
0,2013-07-03 17:28:16
0,2013-07-03 17:43:41
2013-07-03 17:29:13,0
2013-07-03 17:34:32,0
0,2013-07-03 17:54:39
0,2013-07-03 17:54:34
2013-07-03 17:51:07,0
0,2013-07-03 18:25:10
2013-07-03 18:06:45,0
2013-07-03 18:10:03,0
2013-07-03 18:16:21,0
0,2013-07-03 18:23:26
2013-07-03 18:29:16,0
2013-07-03 18:36:22,0
2013-07-03 18:53:54,0
0,2013-07-03 19:13:54
0,2013-07-03 19:14:11
2013-07-03 19:18:12,0
0,2013-07-03 19:19:35
2013-07-03 19:29:23,0
2013-07-03 19:29:28,0
2013-07-03 19:38:55,0
0,2013-07-03 20:11:10
2013-07-03 20:15:28,0
0,2013-07-03 20:35:55
2013-07-03 20:22:49,0
0,2013-07-03 20:35:31
2013-07-03 21:04:33,0
0,2013-07-03 21:35:23
0,2013-07-03 21:35:53
0,2013-07-03 21:35:50
2013-07-03 22:13:44,0
2013-07-03 22:26:07,0
0,2013-07-03 22:29:49
2013-07-03 22:32:31,0
0,2013-07-03 23:05:52
2013-07-03 22:33:12,0
0,2013-07-03 23:05:32
0,2013-07-03 22:58:38
2013-07-03 23:10:11,0
2013-07-03 23:14:51,0
0,2013-07-03 23:33:01
2013-07-03 23:27:45,0
0,2013-07-03 23:54:51
2013-07-03 23:41:08,0
2013-07-04 00:22:12,0
0,2013-07-04 00:31:27
0,2013-07-04 00:30:13
2013-07-04 00:52:24,0
2013-07-04 01:07:19,0
0,2013-07-04 01:08:35
2013-07-04 01:12:46,0
2013-07-04 01:13:12,0
0,2013-07-04 02:04:04
2013-07-04 02:23:43,0
2013-07-04 07:12:05,0
0,2013-07-04 09:18:36
2013-07-04 09:29:52,0
0,2013-07-04 09:42:18
0,2013-07-04 09:52:39
0,2013-07-04 09:48:07
2013-07-04 10:02:11,0
0,2013-07-04 10:30:43
2013-07-04 10:24:25,0
2013-07-04 10:25:21,0
2013-07-04 10:38:02,0
0,2013-07-04 10:54:53
0,2013-07-04 11:04:52
0,2013-07-04 11:07:07
0,2013-07-04 11:07:13
2013-07-04 11:16:03,0
2013-07-04 11:19:34,0
0,2013-07-04 11:54:52
0,2013-07-04 12:04:31
0,2013-07-04 12:05:55
2013-07-04 12:13:05,0
0,2013-07-04 12:19:00
