arrivalTime,departureTime
2013-07-01 00:54:46,0
2013-07-01 07:37:46,0
2013-07-01 07:53:01,0
2013-07-01 09:21:17,0
2013-07-01 10:34:21,0
0,2013-07-01 13:17:28
2013-07-01 13:24:13,0
2013-07-01 16:35:15,0
2013-07-01 16:42:32,0
0,2013-07-01 17:20:59
2013-07-01 17:22:38,0
0,2013-07-01 18:38:23
2013-07-01 18:35:59,0
0,2013-07-01 19:13:39
2013-07-01 19:17:26,0
0,2013-07-01 19:59:57
0,2013-07-01 20:32:47
0,2013-07-01 21:22:12
0,2013-07-01 22:21:09
0,2013-07-01 23:07:19
0,2013-07-01 23:35:48
2013-07-02 01:00:10,0
2013-07-02 06:03:14,0
2013-07-02 06:04:27,0
2013-07-02 06:34:33,0
2013-07-02 07:41:24,0
0,2013-07-02 08:02:08
0,2013-07-02 08:32:31
2013-07-02 08:38:05,0
2013-07-02 09:43:44,0
2013-07-02 09:59:30,0
2013-07-02 10:08:18,0
2013-07-02 10:09:27,0
2013-07-02 10:27:46,0
2013-07-02 10:37:26,0
2013-07-02 11:39:22,0
2013-07-02 12:08:11,0
2013-07-02 12:14:33,0
2013-07-02 12:18:23,0
2013-07-02 12:34:22,0
0,2013-07-02 12:50:07
2013-07-02 13:06:46,0
2013-07-02 13:36:42,0
0,2013-07-02 14:05:06
0,2013-07-02 16:28:22
0,2013-07-02 17:31:32
0,2013-07-02 17:49:46
2013-07-02 17:46:07,0
0,2013-07-02 18:21:27
0,2013-07-02 18:52:56
0,2013-07-02 18:45:06
0,2013-07-02 19:14:14
0,2013-07-02 19:09:52
2013-07-02 18:59:27,0
0,2013-07-02 19:18:08
0,2013-07-02 19:36:39
0,2013-07-02 19:36:39
2013-07-02 19:38:43,0
0,2013-07-02 20:13:21
2013-07-02 22:57:24,0
2013-07-02 23:13:08,0
0,2013-07-02 23:40:00
0,2013-07-02 23:39:31
0,2013-07-03 01:28:58
0,2013-07-03 02:31:19
0,2013-07-03 03:56:11
0,2013-07-03 06:49:56
2013-07-03 08:25:17,0
2013-07-03 08:41:14,0
2013-07-03 08:52:07,0
0,2013-07-03 09:24:12
2013-07-03 09:04:04,0
0,2013-07-03 09:45:59
2013-07-03 10:36:35,0
0,2013-07-03 10:39:08
2013-07-03 11:15:33,0
