arrivalTime,departureTime
0,2013-07-01 00:04:02
0,2013-07-01 00:10:27
2013-07-01 00:08:10,0
2013-07-01 00:24:04,0
0,2013-07-01 00:40:51
2013-07-01 00:28:05,0
2013-07-01 00:36:35,0
2013-07-01 00:37:10,0
2013-07-01 00:54:47,0
2013-07-01 00:58:44,0
2013-07-01 01:08:44,0
2013-07-01 01:08:59,0
2013-07-01 06:13:12,0
2013-07-01 06:14:26,0
2013-07-01 06:21:01,0
0,2013-07-01 07:33:20
2013-07-01 07:29:57,0
0,2013-07-01 07:42:11
0,2013-07-01 07:42:13
2013-07-01 07:35:17,0
2013-07-01 07:42:47,0
2013-07-01 08:01:54,0
2013-07-01 08:15:17,0
0,2013-07-01 08:25:18
2013-07-01 08:21:14,0
0,2013-07-01 08:34:50
2013-07-01 08:26:19,0
2013-07-01 08:29:37,0
2013-07-01 08:32:10,0
2013-07-01 08:33:58,0
2013-07-01 08:40:22,0
2013-07-01 08:51:44,0
2013-07-01 08:51:44,0
2013-07-01 09:00:04,0
2013-07-01 09:07:05,0
2013-07-01 09:07:16,0
0,2013-07-01 09:24:54
0,2013-07-01 09:45:22
0,2013-07-01 09:31:54
2013-07-01 09:28:18,0
0,2013-07-01 09:36:28
2013-07-01 09:32:36,0
0,2013-07-01 09:54:11
0,2013-07-01 10:14:29
2013-07-01 10:16:52,0
2013-07-01 10:27:23,0
0,2013-07-01 10:50:39
0,2013-07-01 11:25:35
2013-07-01 11:35:20,0
2013-07-01 11:35:20,0
2013-07-01 11:54:28,0
0,2013-07-01 12:10:58
0,2013-07-01 12:28:57
0,2013-07-01 12:46:42
0,2013-07-01 12:49:18
2013-07-01 12:41:36,0
2013-07-01 12:55:45,0
0,2013-07-01 13:42:14
0,2013-07-01 14:03:06
2013-07-01 13:56:40,0
2013-07-01 14:00:33,0
0,2013-07-01 14:17:19
0,2013-07-01 14:18:07
0,2013-07-01 14:26:13
0,2013-07-01 14:28:10
2013-07-01 14:47:11,0
0,2013-07-01 14:55:42
0,2013-07-01 15:28:47
2013-07-01 15:23:45,0
0,2013-07-01 15:51:15
0,2013-07-01 15:51:13
2013-07-01 15:33:56,0
2013-07-01 15:35:27,0
2013-07-01 15:38:02,0
2013-07-01 16:18:34,0
0,2013-07-01 16:50:32
2013-07-01 16:21:57,0
0,2013-07-01 16:50:05
0,2013-07-01 16:57:11
