arrivalTime,departureTime
0,2013-07-01 00:24:19
0,2013-07-01 01:32:45
2013-07-01 02:42:55,0
2013-07-01 02:57:40,0
0,2013-07-01 04:40:24
0,2013-07-01 04:40:19
0,2013-07-01 06:30:06
2013-07-01 06:35:28,0
2013-07-01 06:42:22,0
0,2013-07-01 07:10:58
0,2013-07-01 07:16:54
2013-07-01 07:17:01,0
0,2013-07-01 07:37:31
2013-07-01 07:36:46,0
0,2013-07-01 08:13:44
2013-07-01 08:17:13,0
2013-07-01 08:20:40,0
0,2013-07-01 08:39:32
0,2013-07-01 08:49:03
0,2013-07-01 08:44:52
2013-07-01 08:41:31,0
2013-07-01 08:42:50,0
2013-07-01 08:45:26,0
2013-07-01 08:46:19,0
2013-07-01 08:47:06,0
2013-07-01 08:47:07,0
0,2013-07-01 09:40:34
2013-07-01 08:49:11,0
2013-07-01 08:59:11,0
2013-07-01 09:08:01,0
0,2013-07-01 09:34:47
2013-07-01 09:39:21,0
0,2013-07-01 09:51:38
2013-07-01 10:08:21,0
2013-07-01 12:02:17,0
0,2013-07-01 12:43:09
0,2013-07-01 12:49:49
0,2013-07-01 12:57:44
0,2013-07-01 12:57:52
0,2013-07-01 12:59:48
2013-07-01 12:55:09,0
2013-07-01 12:57:05,0
0,2013-07-01 13:02:51
2013-07-01 13:04:14,0
2013-07-01 13:08:34,0
0,2013-07-01 13:19:56
2013-07-01 13:50:55,0
0,2013-07-01 14:21:06
0,2013-07-01 14:37:33
2013-07-01 15:04:26,0
2013-07-01 15:12:11,0
0,2013-07-01 15:24:06
0,2013-07-01 15:22:56
2013-07-01 15:44:57,0
0,2013-07-01 16:12:33
0,2013-07-01 16:30:20
2013-07-01 16:45:42,0
2013-07-01 16:53:59,0
0,2013-07-01 17:09:20
2013-07-01 17:01:25,0
0,2013-07-01 17:20:22
2013-07-01 17:15:27,0
2013-07-01 17:23:54,0
2013-07-01 17:25:03,0
0,2013-07-01 17:36:29
2013-07-01 17:28:12,0
0,2013-07-01 17:39:11
2013-07-01 17:46:03,0
0,2013-07-01 18:35:42
0,2013-07-01 18:09:14
0,2013-07-01 18:45:41
0,2013-07-01 18:14:35
2013-07-01 18:10:05,0
0,2013-07-01 18:24:10
0,2013-07-01 18:32:13
0,2013-07-01 18:42:03
2013-07-01 18:31:01,0
0,2013-07-01 18:36:15
2013-07-01 18:32:47,0
2013-07-01 18:33:11,0
0,2013-07-01 18:44:52
2013-07-01 18:40:34,0
2013-07-01 18:42:15,0
0,2013-07-01 18:56:12
0,2013-07-01 19:08:30
0,2013-07-01 19:14:23
0,2013-07-01 19:00:02
2013-07-01 19:03:47,0
0,2013-07-01 19:10:29
2013-07-01 19:08:43,0
2013-07-01 19:10:38,0
0,2013-07-01 19:38:13
0,2013-07-01 19:22:38
2013-07-01 19:23:17,0
0,2013-07-01 19:38:18
0,2013-07-01 19:45:57
2013-07-01 19:43:06,0
2013-07-01 19:44:53,0
0,2013-07-01 20:09:33
2013-07-01 20:02:22,0
0,2013-07-01 20:33:34
2013-07-01 20:10:05,0
0,2013-07-01 21:18:52
0,2013-07-01 21:41:34
0,2013-07-01 21:29:45
0,2013-07-01 21:30:37
0,2013-07-01 21:35:09
