arrivalTime,departureTime
0,2013-07-01 06:11:21
0,2013-07-01 06:33:57
0,2013-07-01 06:39:31
0,2013-07-01 06:50:05
0,2013-07-01 06:55:11
0,2013-07-01 07:02:04
0,2013-07-01 07:02:06
0,2013-07-01 06:58:50
0,2013-07-01 07:05:01
0,2013-07-01 07:13:05
0,2013-07-01 07:23:22
2013-07-01 07:15:43,0
0,2013-07-01 08:19:59
0,2013-07-01 07:22:13
0,2013-07-01 07:41:49
0,2013-07-01 07:35:06
0,2013-07-01 07:27:50
0,2013-07-01 07:35:57
0,2013-07-01 07:37:58
0,2013-07-01 07:55:51
2013-07-01 07:29:36,0
0,2013-07-01 07:40:56
2013-07-01 07:38:16,0
0,2013-07-01 07:57:07
0,2013-07-01 08:31:47
0,2013-07-01 08:24:39
0,2013-07-01 08:31:44
0,2013-07-01 08:38:29
0,2013-07-01 08:25:48
0,2013-07-01 08:33:36
0,2013-07-01 08:37:13
2013-07-01 08:28:50,0
0,2013-07-01 08:39:31
2013-07-01 08:30:23,0
0,2013-07-01 08:48:43
2013-07-01 08:35:36,0
2013-07-01 08:40:40,0
0,2013-07-01 08:57:39
0,2013-07-01 08:57:53
0,2013-07-01 08:59:32
0,2013-07-01 08:58:18
0,2013-07-01 09:07:49
0,2013-07-01 09:02:24
0,2013-07-01 09:10:28
0,2013-07-01 09:15:17
2013-07-01 09:00:14,0
0,2013-07-01 09:21:19
0,2013-07-01 09:25:52
2013-07-01 09:22:35,0
0,2013-07-01 09:32:05
0,2013-07-01 09:37:59
2013-07-01 09:39:45,0
2013-07-01 09:44:02,0
0,2013-07-01 09:54:29
0,2013-07-01 13:14:21
2013-07-01 13:08:35,0
2013-07-01 13:08:46,0
2013-07-01 13:20:16,0
2013-07-01 13:20:21,0
0,2013-07-01 13:29:20
0,2013-07-01 13:58:15
2013-07-01 13:34:30,0
0,2013-07-01 13:48:46
2013-07-01 13:41:04,0
0,2013-07-01 14:17:18
0,2013-07-01 14:20:04
2013-07-01 14:25:43,0
2013-07-01 14:30:37,0
2013-07-01 14:32:44,0
2013-07-01 14:44:02,0
0,2013-07-01 15:01:10
2013-07-01 15:25:20,0
2013-07-01 15:40:39,0
0,2013-07-01 16:40:40
2013-07-01 16:39:58,0
0,2013-07-01 16:58:33
0,2013-07-01 16:58:41
2013-07-01 16:55:00,0
0,2013-07-01 17:05:41
2013-07-01 16:58:04,0
2013-07-01 16:59:08,0
0,2013-07-01 17:08:48
2013-07-01 17:05:44,0
2013-07-01 17:05:46,0
