arrivalTime,departureTime
2013-07-01 00:18:09,0
0,2013-07-01 01:37:39
2013-07-01 01:50:41,0
2013-07-01 02:45:48,0
0,2013-07-01 02:47:21
2013-07-01 02:47:39,0
0,2013-07-01 02:58:58
2013-07-01 05:52:16,0
0,2013-07-01 06:04:29
2013-07-01 05:56:08,0
0,2013-07-01 05:57:18
2013-07-01 05:57:40,0
0,2013-07-01 06:54:11
2013-07-01 06:52:48,0
0,2013-07-01 07:09:43
2013-07-01 07:25:42,0
2013-07-01 07:38:09,0
0,2013-07-01 07:39:17
0,2013-07-01 08:51:58
0,2013-07-01 08:42:57
0,2013-07-01 08:58:59
2013-07-01 08:45:01,0
0,2013-07-01 08:53:35
2013-07-01 08:54:27,0
0,2013-07-01 09:13:13
2013-07-01 09:07:51,0
2013-07-01 09:22:46,0
0,2013-07-01 09:41:39
2013-07-01 09:45:21,0
2013-07-01 10:18:16,0
0,2013-07-01 10:57:34
0,2013-07-01 10:57:53
0,2013-07-01 10:58:54
0,2013-07-01 10:58:58
0,2013-07-01 12:05:50
2013-07-01 11:52:32,0
0,2013-07-01 12:27:43
2013-07-01 12:22:01,0
0,2013-07-01 12:35:26
0,2013-07-01 12:35:25
2013-07-01 12:32:17,0
2013-07-01 12:41:10,0
0,2013-07-01 13:53:57
0,2013-07-01 13:57:35
2013-07-01 14:06:44,0
0,2013-07-01 14:27:27
0,2013-07-01 14:33:46
2013-07-01 14:58:29,0
2013-07-01 15:01:54,0
2013-07-01 15:02:02,0
0,2013-07-01 15:32:59
0,2013-07-01 15:43:02
2013-07-01 15:58:02,0
2013-07-01 16:11:16,0
2013-07-01 16:19:24,0
0,2013-07-01 16:38:28
0,2013-07-01 16:52:57
0,2013-07-01 16:53:06
0,2013-07-01 17:14:26
0,2013-07-01 17:05:18
0,2013-07-01 17:09:41
2013-07-01 16:55:30,0
2013-07-01 16:58:10,0
0,2013-07-01 16:59:12
0,2013-07-01 17:11:39
2013-07-01 17:01:08,0
0,2013-07-01 17:16:10
0,2013-07-01 17:12:21
0,2013-07-01 17:17:10
2013-07-01 17:21:40,0
2013-07-01 17:23:54,0
0,2013-07-01 17:33:37
0,2013-07-01 17:43:42
2013-07-01 17:35:58,0
0,2013-07-01 18:06:14
0,2013-07-01 18:05:24
2013-07-01 17:40:33,0
0,2013-07-01 18:00:32
0,2013-07-01 17:54:53
0,2013-07-01 18:04:44
2013-07-01 17:54:41,0
2013-07-01 17:55:40,0
2013-07-01 17:56:24,0
0,2013-07-01 18:02:34
0,2013-07-01 18:05:02
2013-07-01 17:59:16,0
2013-07-01 18:03:26,0
2013-07-01 18:04:20,0
0,2013-07-01 18:11:22
0,2013-07-01 18:32:27
2013-07-01 18:14:26,0
2013-07-01 18:22:04,0
2013-07-01 18:23:28,0
2013-07-01 18:24:38,0
2013-07-01 18:25:11,0
0,2013-07-01 18:46:36
0,2013-07-01 18:47:29
2013-07-01 18:29:32,0
2013-07-01 18:33:32,0
2013-07-01 18:34:38,0
0,2013-07-01 18:42:59
2013-07-01 18:38:26,0
2013-07-01 18:43:04,0
0,2013-07-01 18:48:33
0,2013-07-01 19:00:49
0,2013-07-01 19:11:50
2013-07-01 19:03:56,0
0,2013-07-01 19:18:52
2013-07-01 19:27:36,0
0,2013-07-01 19:43:58
0,2013-07-01 19:50:39
2013-07-01 19:38:15,0
2013-07-01 19:43:48,0
2013-07-01 19:46:06,0
0,2013-07-01 20:08:09
2013-07-01 19:57:32,0
2013-07-01 20:03:55,0
2013-07-01 20:04:27,0
2013-07-01 20:04:28,0
0,2013-07-01 20:18:39
2013-07-01 20:05:29,0
0,2013-07-01 20:20:27
2013-07-01 20:19:37,0
0,2013-07-01 20:26:28
2013-07-01 20:24:38,0
2013-07-01 20:26:51,0
2013-07-01 20:30:42,0
2013-07-01 20:32:22,0
0,2013-07-01 20:36:29
2013-07-01 20:36:34,0
0,2013-07-01 20:54:03
2013-07-01 21:05:42,0
2013-07-01 21:10:06,0
0,2013-07-01 21:18:14
0,2013-07-01 21:50:15
2013-07-01 21:20:48,0
0,2013-07-01 21:33:34
0,2013-07-01 21:39:20
2013-07-01 21:34:02,0
0,2013-07-01 21:45:50
0,2013-07-01 22:05:24
2013-07-01 21:56:30,0
2013-07-01 22:01:37,0
0,2013-07-01 22:09:25
0,2013-07-01 22:13:43
0,2013-07-01 22:21:50
2013-07-01 22:11:50,0
2013-07-01 22:17:23,0
2013-07-01 22:36:15,0
0,2013-07-01 22:37:22
2013-07-01 22:37:28,0
0,2013-07-01 23:19:02
0,2013-07-01 23:22:33
0,2013-07-01 23:39:47
2013-07-01 23:45:16,0
2013-07-01 23:45:38,0
2013-07-01 23:49:41,0
0,2013-07-02 00:15:59
2013-07-02 00:13:10,0
2013-07-02 00:14:29,0
0,2013-07-02 00:24:22
2013-07-02 01:11:15,0
2013-07-02 01:27:17,0
0,2013-07-02 02:49:03
2013-07-02 02:48:55,0
2013-07-02 02:53:07,0
0,2013-07-02 06:01:51
2013-07-02 06:11:27,0
2013-07-02 06:17:59,0
0,2013-07-02 08:47:20
0,2013-07-02 08:40:28
0,2013-07-02 08:45:30
0,2013-07-02 08:49:36
0,2013-07-02 08:48:00
2013-07-02 08:47:02,0
2013-07-02 08:59:30,0
2013-07-02 09:10:03,0
2013-07-02 09:16:47,0
0,2013-07-02 09:45:42
0,2013-07-02 09:50:14
0,2013-07-02 09:47:18
2013-07-02 09:53:55,0
0,2013-07-02 10:15:47
0,2013-07-02 10:52:00
2013-07-02 11:00:55,0
0,2013-07-02 11:43:43
0,2013-07-02 11:29:01
0,2013-07-02 11:51:45
2013-07-02 11:43:46,0
0,2013-07-02 11:56:09
2013-07-02 11:52:24,0
0,2013-07-02 12:04:59
0,2013-07-02 12:21:27
0,2013-07-02 12:38:03
0,2013-07-02 12:32:41
2013-07-02 12:33:09,0
2013-07-02 12:34:26,0
0,2013-07-02 12:46:20
0,2013-07-02 13:22:40
0,2013-07-02 13:16:26
0,2013-07-02 13:27:43
0,2013-07-02 13:29:46
0,2013-07-02 13:31:59
0,2013-07-02 13:42:42
2013-07-02 13:37:54,0
0,2013-07-02 13:57:56
2013-07-02 13:51:25,0
2013-07-02 13:57:36,0
0,2013-07-02 14:06:27
2013-07-02 14:02:38,0
2013-07-02 14:24:00,0
