arrivalTime,departureTime
0,2013-07-01 00:29:07
0,2013-07-01 00:29:33
0,2013-07-01 00:29:23
0,2013-07-01 01:10:20
2013-07-01 01:04:37,0
2013-07-01 01:05:14,0
2013-07-01 02:24:07,0
2013-07-01 03:04:43,0
0,2013-07-01 05:37:54
0,2013-07-01 06:43:58
2013-07-01 06:44:24,0
0,2013-07-01 07:09:10
2013-07-01 06:56:46,0
0,2013-07-01 07:05:38
2013-07-01 07:11:49,0
0,2013-07-01 07:48:58
2013-07-01 07:52:50,0
2013-07-01 08:04:02,0
0,2013-07-01 08:22:41
2013-07-01 08:11:18,0
0,2013-07-01 08:23:26
0,2013-07-01 09:11:36
2013-07-01 08:26:15,0
0,2013-07-01 08:39:09
2013-07-01 08:31:00,0
2013-07-01 08:31:49,0
2013-07-01 08:38:08,0
2013-07-01 08:43:50,0
2013-07-01 08:48:39,0
2013-07-01 08:52:43,0
0,2013-07-01 08:57:19
0,2013-07-01 09:26:59
0,2013-07-01 09:13:32
0,2013-07-01 09:19:34
0,2013-07-01 09:28:38
0,2013-07-01 09:26:28
2013-07-01 09:11:57,0
2013-07-01 09:18:28,0
2013-07-01 09:19:08,0
0,2013-07-01 22:33:25
0,2013-07-01 09:36:54
2013-07-01 09:45:07,0
0,2013-07-01 10:39:02
2013-07-01 10:28:45,0
2013-07-01 10:40:45,0
0,2013-07-01 10:55:51
0,2013-07-01 12:09:04
2013-07-01 11:52:24,0
0,2013-07-01 12:09:17
2013-07-01 12:20:34,0
0,2013-07-01 13:04:46
2013-07-01 13:00:48,0
0,2013-07-01 13:13:12
2013-07-01 13:18:14,0
0,2013-07-01 13:27:49
0,2013-07-01 13:30:52
2013-07-01 13:33:45,0
0,2013-07-01 14:40:09
2013-07-01 14:40:14,0
2013-07-01 15:13:38,0
0,2013-07-01 15:41:37
0,2013-07-01 15:33:25
0,2013-07-01 16:12:13
0,2013-07-01 15:57:07
0,2013-07-01 15:57:06
0,2013-07-01 16:12:38
2013-07-01 15:48:27,0
2013-07-01 16:04:35,0
2013-07-01 16:17:50,0
0,2013-07-01 16:37:45
0,2013-07-01 16:39:08
0,2013-07-01 16:34:16
2013-07-01 16:35:51,0
0,2013-07-01 16:43:33
2013-07-01 16:46:33,0
0,2013-07-01 16:54:07
2013-07-01 16:52:09,0
2013-07-01 16:55:30,0
2013-07-01 16:56:35,0
2013-07-01 17:00:54,0
0,2013-07-01 17:27:10
2013-07-01 17:12:55,0
0,2013-07-01 18:26:57
2013-07-01 17:14:17,0
0,2013-07-01 17:26:13
2013-07-01 17:15:03,0
0,2013-07-01 17:24:34
2013-07-01 17:17:56,0
2013-07-01 17:18:16,0
2013-07-01 17:18:29,0
2013-07-01 17:18:31,0
2013-07-01 17:18:45,0
0,2013-07-01 17:40:25
0,2013-07-01 17:37:45
0,2013-07-01 17:37:46
2013-07-01 17:30:10,0
2013-07-01 17:30:28,0
0,2013-07-01 18:00:06
2013-07-01 17:32:11,0
2013-07-01 17:37:16,0
2013-07-01 17:44:23,0
0,2013-07-01 17:58:51
0,2013-07-01 18:03:05
0,2013-07-01 18:26:58
0,2013-07-01 18:29:43
0,2013-07-01 18:39:43
0,2013-07-01 18:49:10
0,2013-07-01 19:29:49
0,2013-07-01 18:44:51
2013-07-01 18:32:37,0
2013-07-01 18:35:24,0
2013-07-01 18:37:35,0
0,2013-07-01 18:48:54
0,2013-07-01 18:51:07
2013-07-01 18:46:46,0
0,2013-07-01 18:54:04
2013-07-01 18:50:09,0
0,2013-07-01 18:55:50
2013-07-01 18:51:25,0
0,2013-07-01 19:22:16
2013-07-01 19:08:35,0
0,2013-07-01 19:22:18
0,2013-07-01 19:28:30
0,2013-07-01 19:29:16
0,2013-07-01 19:40:43
0,2013-07-01 19:40:18
0,2013-07-01 19:49:59
0,2013-07-01 19:35:17
2013-07-01 19:36:01,0
0,2013-07-01 19:50:53
2013-07-01 19:37:33,0
2013-07-01 19:39:07,0
2013-07-01 19:40:54,0
0,2013-07-01 19:46:39
0,2013-07-01 19:57:22
2013-07-01 19:46:05,0
0,2013-07-01 20:02:37
2013-07-01 19:52:40,0
2013-07-01 19:53:45,0
2013-07-01 19:54:11,0
2013-07-01 19:56:14,0
2013-07-01 19:59:06,0
0,2013-07-01 20:10:56
2013-07-01 20:05:25,0
2013-07-01 20:05:28,0
2013-07-01 20:05:34,0
0,2013-07-01 20:17:37
0,2013-07-01 20:27:36
2013-07-01 20:13:42,0
0,2013-07-01 20:39:31
2013-07-01 20:27:22,0
2013-07-01 20:29:23,0
0,2013-07-01 20:45:07
0,2013-07-01 20:45:09
2013-07-01 20:37:31,0
2013-07-01 20:46:53,0
2013-07-01 20:51:26,0
2013-07-01 21:03:40,0
2013-07-01 21:07:10,0
2013-07-01 21:25:21,0
0,2013-07-01 21:37:57
0,2013-07-01 21:52:50
2013-07-01 21:55:37,0
0,2013-07-01 22:12:40
2013-07-01 22:11:22,0
2013-07-01 22:19:03,0
2013-07-01 22:20:42,0
2013-07-01 22:21:34,0
0,2013-07-01 22:36:16
0,2013-07-01 23:21:20
0,2013-07-01 23:23:42
2013-07-01 23:22:17,0
2013-07-01 23:49:21,0
2013-07-02 00:05:31,0
0,2013-07-02 01:58:51
0,2013-07-02 06:46:51
0,2013-07-02 07:20:22
0,2013-07-02 07:24:14
0,2013-07-02 07:46:00
0,2013-07-02 07:46:17
2013-07-02 07:45:09,0
2013-07-02 07:47:35,0
0,2013-07-02 08:03:14
2013-07-02 07:52:04,0
