arrivalTime,departureTime
2013-07-01 06:10:15,0
0,2013-07-01 06:33:25
2013-07-01 06:37:22,0
2013-07-01 07:04:44,0
0,2013-07-01 08:51:37
2013-07-01 08:45:51,0
2013-07-01 09:06:18,0
0,2013-07-01 09:26:01
0,2013-07-01 09:24:52
2013-07-01 09:28:46,0
2013-07-01 09:43:53,0
2013-07-01 10:24:31,0
2013-07-01 14:13:03,0
2013-07-01 14:23:01,0
0,2013-07-01 15:17:55
2013-07-01 15:22:23,0
2013-07-01 16:26:28,0
2013-07-01 17:07:12,0
2013-07-01 17:32:32,0
0,2013-07-01 18:07:08
0,2013-07-01 18:15:13
0,2013-07-01 18:38:24
0,2013-07-01 19:00:49
2013-07-01 19:02:36,0
0,2013-07-01 19:33:13
2013-07-01 19:09:06,0
0,2013-07-01 19:10:07
2013-07-01 19:12:12,0
2013-07-01 19:27:39,0
0,2013-07-02 07:51:09
0,2013-07-01 20:03:50
2013-07-01 20:07:59,0
0,2013-07-01 20:37:30
2013-07-01 20:49:37,0
2013-07-01 21:10:56,0
0,2013-07-01 21:39:07
0,2013-07-01 23:30:39
0,2013-07-02 06:23:57
2013-07-02 06:15:31,0
2013-07-02 06:35:26,0
2013-07-02 08:19:09,0
2013-07-02 08:22:37,0
2013-07-02 08:30:55,0
2013-07-02 08:34:06,0
2013-07-02 08:37:44,0
0,2013-07-02 08:52:59
2013-07-02 08:54:17,0
2013-07-02 08:54:22,0
2013-07-02 09:15:54,0
2013-07-02 10:33:56,0
2013-07-02 10:43:42,0
0,2013-07-02 11:46:55
0,2013-07-02 12:05:39
2013-07-02 12:56:01,0
0,2013-07-02 13:49:18
0,2013-07-02 13:49:23
2013-07-02 14:56:18,0
2013-07-02 17:06:31,0
2013-07-02 17:11:47,0
0,2013-07-02 17:54:43
0,2013-07-02 18:43:05
0,2013-07-02 18:57:33
0,2013-07-02 18:41:37
0,2013-07-02 18:38:16
0,2013-07-02 19:23:00
0,2013-07-02 19:22:40
2013-07-02 19:31:54,0
0,2013-07-02 19:39:52
0,2013-07-02 19:59:32
0,2013-07-02 20:08:48
0,2013-07-02 20:25:36
2013-07-02 20:33:19,0
0,2013-07-02 21:30:17
0,2013-07-02 21:47:16
2013-07-02 21:53:38,0
0,2013-07-03 00:04:20
2013-07-03 00:23:16,0
0,2013-07-03 00:57:52
2013-07-03 03:19:25,0
0,2013-07-03 04:42:18
2013-07-03 05:29:01,0
2013-07-03 06:08:19,0
0,2013-07-03 06:22:47
2013-07-03 07:06:31,0
2013-07-03 07:12:47,0
2013-07-03 07:48:11,0
2013-07-03 08:21:09,0
0,2013-07-03 08:52:32
2013-07-03 08:48:04,0
2013-07-03 08:50:30,0
2013-07-03 08:52:54,0
2013-07-03 08:57:49,0
2013-07-03 09:03:55,0
0,2013-07-03 10:49:42
2013-07-03 10:56:55,0
0,2013-07-03 12:08:11
0,2013-07-03 12:41:38
2013-07-03 13:38:51,0
0,2013-07-03 13:53:58
2013-07-03 14:35:50,0
2013-07-03 14:47:20,0
0,2013-07-03 15:32:58
2013-07-03 14:50:45,0
0,2013-07-03 15:33:19
0,2013-07-03 15:30:25
0,2013-07-03 16:09:42
2013-07-03 16:57:28,0
2013-07-03 17:00:52,0
2013-07-03 17:20:56,0
2013-07-03 17:30:30,0
0,2013-07-03 20:03:43
0,2013-07-03 18:19:35
0,2013-07-03 18:21:47
2013-07-03 18:43:18,0
0,2013-07-03 20:03:45
2013-07-03 20:04:58,0
0,2013-07-03 20:10:48
2013-07-03 20:11:26,0
0,2013-07-03 20:34:13
2013-07-03 20:48:48,0
0,2013-07-03 20:49:52
2013-07-03 20:50:27,0
2013-07-03 21:12:10,0
0,2013-07-03 23:55:43
0,2013-07-04 01:34:10
0,2013-07-04 01:33:46
0,2013-07-04 08:44:30
2013-07-04 09:16:04,0
2013-07-04 09:19:20,0
2013-07-04 10:12:05,0
0,2013-07-04 11:27:58
0,2013-07-04 11:57:03
2013-07-04 12:06:03,0
2013-07-04 12:06:04,0
2013-07-04 13:04:23,0
2013-07-04 13:05:05,0
2013-07-04 13:05:24,0
2013-07-04 13:05:43,0
2013-07-04 13:51:17,0
0,2013-07-04 14:01:38
0,2013-07-04 14:13:11
2013-07-04 14:41:41,0
0,2013-07-04 15:21:39
0,2013-07-04 15:21:06
0,2013-07-04 15:21:10
2013-07-04 15:41:54,0
2013-07-04 15:42:45,0
2013-07-04 15:44:16,0
0,2013-07-04 16:36:48
0,2013-07-04 17:21:14
0,2013-07-04 17:21:24
2013-07-04 17:31:04,0
2013-07-04 17:31:49,0
0,2013-07-04 18:07:37
0,2013-07-04 18:07:41
0,2013-07-04 19:46:10
2013-07-04 19:53:28,0
0,2013-07-04 20:00:56
2013-07-04 20:07:53,0
2013-07-04 20:07:59,0
2013-07-04 20:22:31,0
0,2013-07-04 21:10:14
0,2013-07-04 21:09:59
0,2013-07-04 22:31:25
0,2013-07-04 22:31:06
0,2013-07-04 22:46:11
0,2013-07-04 22:45:53
0,2013-07-05 04:34:07
2013-07-05 06:09:41,0
2013-07-05 06:11:31,0
2013-07-05 06:17:36,0
0,2013-07-05 06:30:21
2013-07-05 07:31:35,0
2013-07-05 07:57:52,0
2013-07-05 08:20:38,0
0,2013-07-05 08:48:54
2013-07-05 08:55:09,0
2013-07-05 09:26:40,0
0,2013-07-05 10:12:12
0,2013-07-05 10:28:09
0,2013-07-05 10:58:50
0,2013-07-05 11:15:31
2013-07-05 10:57:10,0
2013-07-05 11:33:09,0
0,2013-07-05 11:51:03
2013-07-05 12:59:02,0
2013-07-05 13:04:49,0
0,2013-07-05 13:58:28
0,2013-07-05 13:58:41
2013-07-05 14:10:22,0
2013-07-05 14:10:42,0
0,2013-07-05 14:39:21
2013-07-05 14:41:41,0
0,2013-07-05 15:31:46
2013-07-05 15:11:11,0
0,2013-07-05 16:29:41
2013-07-05 15:53:44,0
0,2013-07-05 16:02:04
2013-07-05 16:19:52,0
2013-07-05 16:23:42,0
0,2013-07-05 16:34:55
2013-07-05 16:38:35,0
2013-07-05 17:09:36,0
0,2013-07-05 17:25:59
0,2013-07-05 18:10:30
0,2013-07-05 17:50:26
0,2013-07-05 18:10:38
2013-07-05 18:07:53,0
0,2013-07-05 20:55:31
2013-07-05 18:20:26,0
2013-07-05 18:21:26,0
2013-07-05 19:07:02,0
2013-07-05 19:15:35,0
2013-07-05 19:40:19,0
0,2013-07-05 20:55:13
2013-07-05 20:04:54,0
2013-07-05 20:09:21,0
2013-07-05 20:51:57,0
2013-07-05 21:20:39,0
2013-07-05 21:46:27,0
0,2013-07-05 22:15:50
0,2013-07-05 23:20:42
