arrivalTime,departureTime
0,2013-07-01 00:44:55
0,2013-07-01 00:45:37
2013-07-01 00:48:48,0
2013-07-01 01:09:33,0
0,2013-07-01 02:38:03
2013-07-01 02:46:44,0
0,2013-07-01 05:51:17
2013-07-01 06:38:24,0
2013-07-01 07:07:25,0
2013-07-01 07:18:02,0
0,2013-07-01 07:19:24
2013-07-01 07:29:05,0
0,2013-07-01 07:42:08
2013-07-01 07:34:10,0
0,2013-07-01 08:02:33
2013-07-01 08:02:31,0
2013-07-01 08:02:34,0
2013-07-01 08:14:09,0
2013-07-01 08:18:42,0
2013-07-01 08:24:04,0
0,2013-07-01 08:39:06
2013-07-01 08:31:37,0
2013-07-01 08:33:19,0
0,2013-07-01 08:48:57
2013-07-01 08:39:10,0
0,2013-07-01 08:53:52
2013-07-01 08:45:34,0
0,2013-07-01 09:02:02
2013-07-01 08:59:15,0
2013-07-01 09:07:09,0
2013-07-01 09:07:31,0
2013-07-01 09:12:04,0
2013-07-01 09:15:33,0
2013-07-01 09:16:38,0
2013-07-01 09:19:05,0
0,2013-07-01 09:30:25
0,2013-07-01 09:30:30
2013-07-01 09:20:38,0
2013-07-01 09:20:48,0
2013-07-01 09:22:51,0
0,2013-07-01 09:47:46
2013-07-01 09:40:15,0
2013-07-01 09:45:54,0
0,2013-07-01 10:12:46
2013-07-01 10:48:28,0
2013-07-01 10:50:37,0
0,2013-07-01 12:12:10
2013-07-01 12:11:14,0
2013-07-01 12:34:03,0
0,2013-07-01 12:47:45
0,2013-07-01 13:23:22
2013-07-01 14:18:40,0
0,2013-07-01 14:52:36
2013-07-01 14:52:49,0
0,2013-07-01 15:16:04
2013-07-01 15:11:00,0
0,2013-07-01 15:38:22
2013-07-01 15:30:37,0
0,2013-07-01 16:14:02
0,2013-07-01 15:59:56
2013-07-01 16:01:59,0
0,2013-07-01 16:22:15
0,2013-07-01 16:21:12
2013-07-01 16:17:44,0
0,2013-07-01 16:35:46
0,2013-07-01 16:49:04
2013-07-01 16:51:50,0
2013-07-01 16:51:54,0
2013-07-01 16:59:34,0
0,2013-07-01 17:20:56
0,2013-07-01 17:18:42
2013-07-01 17:11:32,0
0,2013-07-01 17:31:05
0,2013-07-01 17:46:32
0,2013-07-01 18:15:32
0,2013-07-01 17:47:40
0,2013-07-01 17:57:16
2013-07-01 17:42:00,0
2013-07-01 17:42:04,0
0,2013-07-01 18:11:31
2013-07-01 17:56:55,0
0,2013-07-01 18:20:58
0,2013-07-01 18:28:39
2013-07-01 18:11:47,0
0,2013-07-01 18:27:09
2013-07-01 18:12:41,0
2013-07-01 18:20:00,0
0,2013-07-01 18:37:32
0,2013-07-01 18:39:22
2013-07-01 18:35:51,0
0,2013-07-01 18:40:17
2013-07-01 18:38:22,0
0,2013-07-01 18:57:03
2013-07-01 18:44:39,0
0,2013-07-01 19:19:43
2013-07-01 18:45:02,0
0,2013-07-01 19:07:41
2013-07-01 18:48:46,0
2013-07-01 18:49:31,0
2013-07-01 18:49:49,0
0,2013-07-01 19:04:44
0,2013-07-01 19:08:46
0,2013-07-01 19:09:27
2013-07-01 19:03:55,0
0,2013-07-01 19:10:03
0,2013-07-01 19:12:25
0,2013-07-01 19:14:25
2013-07-01 19:11:32,0
2013-07-01 19:12:22,0
0,2013-07-01 19:26:00
2013-07-01 19:16:56,0
0,2013-07-01 19:23:10
2013-07-01 19:22:14,0
