arrivalTime,departureTime
0,2013-07-01 00:23:34
0,2013-07-01 00:46:19
0,2013-07-01 00:46:48
0,2013-07-01 00:46:22
0,2013-07-01 01:45:47
0,2013-07-01 01:40:40
2013-07-01 03:47:10,0
2013-07-01 06:12:08,0
2013-07-01 06:33:50,0
2013-07-01 07:49:18,0
2013-07-01 07:54:56,0
2013-07-01 08:15:28,0
2013-07-01 08:17:12,0
2013-07-01 08:20:32,0
2013-07-01 08:32:46,0
2013-07-01 08:35:56,0
2013-07-01 08:51:23,0
0,2013-07-01 08:55:54
2013-07-01 08:53:57,0
2013-07-01 09:22:15,0
2013-07-01 09:43:06,0
0,2013-07-01 10:17:25
2013-07-01 12:19:02,0
2013-07-01 12:26:01,0
0,2013-07-01 15:03:24
0,2013-07-01 15:15:32
0,2013-07-01 15:54:19
2013-07-01 15:54:33,0
2013-07-01 16:28:55,0
0,2013-07-01 16:46:27
2013-07-01 16:39:57,0
0,2013-07-01 17:09:24
0,2013-07-01 19:20:11
2013-07-01 17:24:42,0
2013-07-01 17:37:57,0
0,2013-07-01 18:18:31
0,2013-07-01 18:17:28
2013-07-01 18:10:24,0
0,2013-07-01 18:35:58
0,2013-07-01 19:03:20
0,2013-07-01 19:04:10
2013-07-01 18:59:45,0
0,2013-07-01 19:32:40
0,2013-07-01 20:08:58
0,2013-07-01 20:00:47
2013-07-01 19:55:48,0
0,2013-07-01 20:10:19
2013-07-01 19:57:35,0
0,2013-07-01 19:58:37
0,2013-07-01 20:11:02
0,2013-07-01 20:21:53
0,2013-07-01 20:14:28
0,2013-07-01 20:57:10
2013-07-01 20:21:37,0
2013-07-01 20:32:20,0
0,2013-07-01 21:06:34
2013-07-01 21:01:26,0
2013-07-01 21:35:14,0
0,2013-07-01 21:56:40
2013-07-01 21:55:22,0
2013-07-01 21:55:27,0
2013-07-01 22:01:53,0
2013-07-01 22:09:42,0
2013-07-01 22:09:43,0
0,2013-07-01 22:41:14
2013-07-01 22:26:24,0
0,2013-07-01 22:53:03
0,2013-07-01 22:49:16
0,2013-07-01 22:52:14
2013-07-01 22:48:33,0
0,2013-07-01 23:44:27
0,2013-07-02 00:00:06
0,2013-07-02 00:47:55
0,2013-07-02 00:47:56
0,2013-07-02 00:59:52
0,2013-07-02 01:12:44
0,2013-07-02 01:52:37
0,2013-07-02 01:50:39
0,2013-07-02 02:28:23
2013-07-02 06:01:07,0
2013-07-02 06:35:36,0
2013-07-02 07:03:23,0
2013-07-02 07:16:36,0
2013-07-02 07:23:36,0
2013-07-02 07:32:10,0
2013-07-02 07:32:13,0
2013-07-02 07:57:52,0
2013-07-02 08:02:29,0
2013-07-02 08:07:30,0
2013-07-02 08:25:44,0
2013-07-02 08:36:26,0
0,2013-07-02 08:43:58
2013-07-02 08:44:31,0
2013-07-02 08:47:41,0
0,2013-07-02 08:53:53
2013-07-02 08:48:30,0
2013-07-02 09:05:20,0
0,2013-07-02 10:45:21
2013-07-02 11:24:48,0
0,2013-07-02 11:54:46
2013-07-02 12:06:40,0
0,2013-07-02 12:54:56
2013-07-02 13:03:08,0
2013-07-02 13:54:12,0
0,2013-07-02 14:58:35
0,2013-07-02 14:37:48
0,2013-07-02 14:48:31
0,2013-07-02 15:16:51
0,2013-07-02 15:16:58
2013-07-02 15:13:25,0
2013-07-02 15:17:57,0
2013-07-02 15:18:22,0
2013-07-02 15:37:03,0
0,2013-07-02 16:22:46
0,2013-07-02 15:56:25
0,2013-07-02 16:14:38
2013-07-02 16:37:34,0
2013-07-02 16:38:10,0
2013-07-02 16:38:17,0
0,2013-07-02 16:52:48
0,2013-07-02 17:10:24
0,2013-07-02 17:10:35
0,2013-07-02 17:10:03
0,2013-07-02 17:23:31
0,2013-07-02 17:36:42
0,2013-07-02 18:01:46
0,2013-07-02 18:03:21
0,2013-07-02 18:17:27
0,2013-07-02 18:47:33
2013-07-02 18:20:36,0
0,2013-07-02 18:28:56
0,2013-07-02 18:47:25
0,2013-07-02 18:52:16
2013-07-02 18:47:46,0
0,2013-07-02 19:00:04
0,2013-07-02 19:08:16
0,2013-07-02 19:08:53
0,2013-07-02 19:05:56
2013-07-02 19:14:04,0
2013-07-02 19:14:11,0
0,2013-07-02 19:20:56
0,2013-07-02 19:30:07
2013-07-02 19:20:46,0
0,2013-07-02 19:53:51
0,2013-07-02 19:38:18
0,2013-07-02 20:33:05
2013-07-02 19:53:30,0
2013-07-02 19:53:30,0
0,2013-07-02 20:47:18
2013-07-02 20:29:32,0
2013-07-02 20:32:35,0
2013-07-02 21:13:53,0
0,2013-07-02 22:16:59
0,2013-07-02 22:17:17
0,2013-07-02 22:35:15
0,2013-07-02 22:38:42
2013-07-02 22:43:19,0
0,2013-07-02 22:57:36
2013-07-02 22:52:32,0
2013-07-02 23:04:31,0
0,2013-07-03 00:12:30
0,2013-07-03 01:54:22
2013-07-03 02:15:34,0
0,2013-07-03 03:32:08
2013-07-03 07:10:45,0
2013-07-03 07:12:55,0
2013-07-03 07:17:10,0
2013-07-03 07:44:49,0
2013-07-03 07:51:00,0
2013-07-03 08:09:25,0
2013-07-03 08:19:07,0
2013-07-03 08:23:22,0
2013-07-03 08:35:08,0
2013-07-03 08:47:01,0
2013-07-03 08:56:37,0
2013-07-03 09:08:32,0
0,2013-07-03 09:12:56
2013-07-03 09:11:40,0
0,2013-07-03 09:17:29
2013-07-03 09:32:59,0
2013-07-03 09:33:31,0
2013-07-03 09:45:13,0
2013-07-03 09:50:24,0
2013-07-03 09:50:27,0
0,2013-07-03 10:36:37
0,2013-07-03 10:26:10
2013-07-03 10:33:53,0
2013-07-03 10:41:03,0
2013-07-03 10:49:22,0
2013-07-03 11:12:09,0
0,2013-07-03 11:45:03
2013-07-03 12:03:02,0
0,2013-07-03 13:24:31
0,2013-07-03 14:47:21
2013-07-03 15:12:11,0
2013-07-03 15:12:56,0
0,2013-07-03 15:42:26
0,2013-07-03 16:11:45
0,2013-07-03 16:21:27
0,2013-07-03 16:55:04
2013-07-03 17:12:40,0
2013-07-03 17:18:08,0
0,2013-07-03 18:35:33
0,2013-07-03 18:30:53
0,2013-07-03 18:33:57
0,2013-07-03 18:49:42
0,2013-07-03 18:49:33
0,2013-07-03 18:43:40
0,2013-07-03 18:59:28
2013-07-03 18:59:16,0
0,2013-07-03 19:06:52
2013-07-03 19:01:53,0
2013-07-03 19:05:38,0
0,2013-07-03 20:00:48
2013-07-03 20:20:50,0
0,2013-07-03 21:14:55
0,2013-07-03 21:05:23
2013-07-03 20:49:35,0
2013-07-03 20:50:43,0
2013-07-03 21:17:15,0
0,2013-07-03 21:39:53
2013-07-03 21:32:31,0
0,2013-07-03 22:25:17
0,2013-07-03 22:30:29
0,2013-07-03 23:13:29
0,2013-07-03 23:14:25
0,2013-07-03 23:00:57
2013-07-03 23:08:09,0
0,2013-07-03 23:36:02
0,2013-07-03 23:55:24
2013-07-04 01:08:57,0
0,2013-07-04 02:07:08
0,2013-07-04 02:06:56
2013-07-04 02:07:24,0
0,2013-07-04 04:25:32
0,2013-07-04 04:42:26
0,2013-07-04 04:42:27
0,2013-07-04 04:46:28
2013-07-04 10:25:03,0
0,2013-07-04 10:28:27
0,2013-07-04 10:39:15
0,2013-07-04 10:47:38
2013-07-04 11:21:09,0
2013-07-04 12:29:19,0
2013-07-04 12:29:27,0
2013-07-04 13:02:26,0
0,2013-07-04 13:53:35
0,2013-07-04 14:12:26
0,2013-07-04 14:09:29
2013-07-04 14:07:52,0
0,2013-07-04 14:09:25
2013-07-04 14:11:36,0
0,2013-07-04 14:41:34
0,2013-07-04 15:08:46
2013-07-04 15:36:22,0
2013-07-04 15:57:15,0
0,2013-07-04 16:32:05
0,2013-07-04 16:30:44
0,2013-07-04 17:05:17
0,2013-07-04 17:21:41
0,2013-07-04 17:29:16
0,2013-07-04 17:28:55
2013-07-04 17:06:59,0
2013-07-04 17:10:49,0
2013-07-04 17:13:04,0
0,2013-07-04 18:04:32
0,2013-07-04 18:04:34
2013-07-04 17:54:01,0
2013-07-04 17:58:03,0
2013-07-04 18:39:35,0
2013-07-04 18:47:55,0
2013-07-04 19:11:15,0
2013-07-04 19:44:25,0
2013-07-04 20:04:05,0
2013-07-04 20:04:12,0
2013-07-04 20:43:23,0
0,2013-07-04 21:01:23
0,2013-07-04 21:01:57
0,2013-07-04 21:03:15
2013-07-04 21:08:31,0
0,2013-07-04 22:35:34
0,2013-07-04 22:35:24
0,2013-07-04 22:53:13
0,2013-07-04 22:52:39
0,2013-07-04 23:06:33
0,2013-07-04 23:48:20
2013-07-05 00:03:45,0
0,2013-07-05 02:13:43
0,2013-07-05 07:46:55
2013-07-05 07:47:29,0
2013-07-05 08:24:13,0
2013-07-05 08:24:22,0
2013-07-05 08:24:36,0
2013-07-05 09:49:55,0
2013-07-05 09:50:11,0
2013-07-05 10:12:09,0
2013-07-05 10:18:30,0
0,2013-07-05 12:41:50
0,2013-07-05 12:47:01
2013-07-05 12:49:28,0
0,2013-07-05 12:53:33
0,2013-07-05 13:18:11
2013-07-05 13:18:22,0
0,2013-07-05 13:57:52
2013-07-05 13:52:24,0
0,2013-07-05 14:33:44
0,2013-07-05 14:51:49
2013-07-05 15:13:20,0
0,2013-07-05 15:24:39
2013-07-05 15:17:02,0
0,2013-07-05 15:40:56
0,2013-07-05 16:19:05
0,2013-07-05 16:42:31
2013-07-05 16:48:44,0
2013-07-05 17:38:00,0
0,2013-07-05 17:54:48
2013-07-05 17:57:04,0
0,2013-07-05 18:20:26
0,2013-07-05 18:21:01
2013-07-05 18:22:43,0
2013-07-05 18:24:51,0
0,2013-07-05 18:37:37
0,2013-07-05 19:20:50
2013-07-05 19:13:23,0
0,2013-07-05 19:37:23
0,2013-07-05 19:38:42
0,2013-07-05 19:47:04
2013-07-05 20:23:32,0
0,2013-07-05 20:55:59
2013-07-05 20:31:10,0
0,2013-07-05 20:42:38
0,2013-07-05 20:49:21
0,2013-07-05 21:09:47
0,2013-07-05 21:57:00
0,2013-07-05 22:23:08
0,2013-07-05 22:32:34
0,2013-07-05 22:33:02
0,2013-07-05 22:51:54
2013-07-08 00:02:08,0
2013-07-08 00:12:34,0
2013-07-08 00:12:41,0
0,2013-07-08 03:22:19
0,2013-07-08 03:31:19
2013-07-08 06:54:14,0
2013-07-08 07:43:04,0
2013-07-08 08:05:57,0
2013-07-08 08:09:20,0
2013-07-08 08:15:19,0
2013-07-08 08:25:48,0
2013-07-08 08:35:48,0
2013-07-08 08:39:52,0
0,2013-07-08 09:18:09
2013-07-08 08:56:11,0
2013-07-08 09:22:02,0
0,2013-07-08 09:39:07
2013-07-08 09:47:15,0
0,2013-07-08 12:20:21
2013-07-08 12:30:32,0
0,2013-07-08 13:09:53
0,2013-07-08 13:33:01
2013-07-08 13:49:05,0
2013-07-08 14:14:24,0
0,2013-07-08 14:43:55
2013-07-08 14:58:55,0
2013-07-08 15:15:49,0
2013-07-08 15:21:56,0
0,2013-07-08 15:41:25
2013-07-08 15:39:58,0
2013-07-08 15:41:35,0
2013-07-08 15:49:23,0
0,2013-07-08 16:28:18
0,2013-07-08 17:03:28
2013-07-08 16:28:48,0
2013-07-08 16:49:27,0
0,2013-07-08 17:26:16
2013-07-08 17:13:41,0
2013-07-08 17:23:14,0
2013-07-08 17:23:52,0
2013-07-08 17:38:27,0
0,2013-07-08 18:21:36
0,2013-07-08 19:35:39
0,2013-07-08 19:26:19
0,2013-07-08 19:52:42
2013-07-08 19:18:19,0
2013-07-08 19:51:49,0
0,2013-07-08 20:17:06
2013-07-08 19:54:32,0
2013-07-08 19:54:35,0
2013-07-08 20:07:46,0
2013-07-08 20:10:09,0
2013-07-08 20:18:14,0
0,2013-07-08 20:34:40
0,2013-07-08 20:45:46
2013-07-08 20:33:21,0
2013-07-08 20:33:50,0
0,2013-07-08 21:03:41
2013-07-08 21:23:48,0
0,2013-07-08 21:33:58
0,2013-07-08 21:34:19
0,2013-07-08 21:33:59
0,2013-07-08 21:47:30
0,2013-07-08 22:02:14
0,2013-07-08 22:22:55
0,2013-07-08 22:11:51
0,2013-07-08 22:28:27
0,2013-07-08 22:16:26
0,2013-07-08 22:16:15
0,2013-07-08 22:31:52
2013-07-08 22:32:01,0
0,2013-07-08 23:03:02
0,2013-07-08 23:23:05
0,2013-07-08 23:11:07
0,2013-07-08 23:28:24
2013-07-08 23:16:57,0
2013-07-08 23:59:44,0
0,2013-07-09 01:46:44
0,2013-07-09 04:08:33
2013-07-09 04:00:45,0
2013-07-09 06:53:38,0
2013-07-09 07:14:57,0
0,2013-07-09 07:23:56
2013-07-09 07:44:43,0
2013-07-09 08:06:00,0
2013-07-09 08:06:24,0
2013-07-09 08:56:10,0
2013-07-09 09:00:49,0
2013-07-09 09:12:02,0
2013-07-09 09:16:33,0
2013-07-09 09:23:03,0
2013-07-09 09:34:23,0
2013-07-09 09:35:39,0
2013-07-09 09:37:33,0
2013-07-09 09:49:43,0
2013-07-09 09:56:39,0
2013-07-09 09:59:07,0
0,2013-07-09 10:27:32
2013-07-09 10:20:57,0
2013-07-09 10:26:53,0
2013-07-09 10:38:28,0
0,2013-07-09 10:57:03
2013-07-09 11:20:18,0
0,2013-07-09 12:00:16
2013-07-09 11:53:18,0
0,2013-07-09 12:58:23
2013-07-09 12:12:59,0
0,2013-07-09 12:44:02
2013-07-09 13:07:46,0
0,2013-07-09 13:15:44
2013-07-09 13:42:37,0
2013-07-09 14:05:56,0
0,2013-07-09 14:07:30
0,2013-07-09 14:13:10
0,2013-07-09 14:35:02
2013-07-09 14:54:23,0
2013-07-09 15:05:05,0
2013-07-09 15:07:41,0
0,2013-07-09 15:52:34
0,2013-07-09 15:57:54
0,2013-07-09 16:07:17
0,2013-07-09 16:07:04
0,2013-07-09 16:12:34
2013-07-09 16:06:25,0
2013-07-09 16:06:47,0
2013-07-09 16:14:57,0
2013-07-09 16:41:25,0
2013-07-09 16:59:15,0
0,2013-07-09 17:25:30
2013-07-09 17:21:24,0
2013-07-09 17:33:46,0
0,2013-07-09 17:50:24
0,2013-07-09 17:48:58
0,2013-07-09 18:09:09
0,2013-07-09 18:14:10
2013-07-09 18:02:35,0
0,2013-07-09 18:33:58
0,2013-07-09 18:30:05
0,2013-07-09 18:43:44
2013-07-09 18:28:17,0
2013-07-09 18:28:33,0
0,2013-07-09 18:52:43
0,2013-07-09 18:56:22
2013-07-09 18:50:23,0
0,2013-07-09 19:08:11
0,2013-07-09 19:09:35
2013-07-09 18:56:27,0
0,2013-07-09 19:15:52
0,2013-07-09 19:13:09
2013-07-09 19:03:04,0
0,2013-07-09 19:16:21
0,2013-07-09 19:27:45
0,2013-07-09 19:22:53
0,2013-07-09 19:35:15
0,2013-07-09 19:23:14
0,2013-07-09 19:34:07
0,2013-07-09 19:36:16
2013-07-09 19:21:02,0
0,2013-07-09 19:40:31
0,2013-07-09 19:40:56
0,2013-07-09 19:50:47
0,2013-07-09 19:40:33
0,2013-07-09 20:17:21
2013-07-09 20:03:04,0
0,2013-07-09 20:12:25
2013-07-09 20:09:34,0
2013-07-09 20:14:20,0
0,2013-07-09 20:29:04
0,2013-07-09 20:41:16
0,2013-07-09 21:15:17
0,2013-07-09 21:26:58
2013-07-09 21:25:18,0
0,2013-07-09 21:49:27
2013-07-09 21:42:35,0
2013-07-09 22:18:06,0
0,2013-07-09 22:53:48
0,2013-07-09 22:37:37
2013-07-09 22:52:01,0
2013-07-10 05:41:17,0
2013-07-10 07:05:23,0
2013-07-10 07:16:15,0
2013-07-10 07:33:52,0
2013-07-10 07:49:04,0
2013-07-10 07:52:07,0
2013-07-10 08:08:05,0
0,2013-07-10 08:33:05
2013-07-10 08:34:31,0
0,2013-07-10 08:54:53
2013-07-10 09:02:20,0
2013-07-10 09:03:47,0
2013-07-10 09:06:08,0
2013-07-10 09:32:57,0
2013-07-10 09:34:19,0
2013-07-10 09:34:47,0
2013-07-10 09:42:12,0
2013-07-10 09:58:44,0
2013-07-10 10:10:29,0
2013-07-10 10:28:26,0
2013-07-10 10:28:44,0
0,2013-07-10 11:54:33
0,2013-07-10 11:56:38
2013-07-10 11:55:54,0
2013-07-10 11:57:22,0
0,2013-07-10 12:39:34
2013-07-10 12:51:16,0
0,2013-07-10 13:02:12
2013-07-10 13:28:27,0
0,2013-07-10 14:23:54
0,2013-07-10 14:42:52
2013-07-10 14:53:00,0
2013-07-10 14:58:47,0
0,2013-07-10 15:29:40
0,2013-07-10 15:20:46
2013-07-10 15:35:03,0
0,2013-07-10 16:08:50
2013-07-10 16:20:34,0
0,2013-07-10 17:59:28
0,2013-07-10 18:06:03
0,2013-07-10 18:15:30
0,2013-07-10 18:09:49
0,2013-07-10 18:18:29
2013-07-10 18:07:13,0
0,2013-07-10 18:23:24
0,2013-07-10 18:32:06
0,2013-07-10 18:59:19
0,2013-07-10 19:06:49
2013-07-10 19:00:24,0
0,2013-07-10 19:15:53
0,2013-07-10 19:29:23
0,2013-07-10 19:50:39
0,2013-07-10 20:48:35
0,2013-07-10 20:12:35
0,2013-07-10 20:08:50
0,2013-07-10 20:30:45
0,2013-07-10 20:22:00
0,2013-07-10 22:36:34
2013-07-10 20:25:23,0
0,2013-07-10 20:41:12
0,2013-07-10 20:35:05
2013-07-10 20:40:56,0
0,2013-07-10 21:26:16
2013-07-10 21:25:55,0
0,2013-07-10 21:37:56
2013-07-10 22:15:44,0
2013-07-10 22:19:19,0
0,2013-07-10 22:49:13
0,2013-07-10 22:38:52
2013-07-10 22:37:03,0
0,2013-07-10 22:46:59
2013-07-10 22:44:36,0
2013-07-10 23:31:18,0
0,2013-07-10 23:44:12
0,2013-07-10 23:51:57
0,2013-07-10 23:57:33
2013-07-10 23:51:38,0
2013-07-10 23:51:43,0
2013-07-10 23:58:54,0
0,2013-07-11 00:03:29
2013-07-11 01:25:35,0
0,2013-07-11 01:32:46
2013-07-11 05:41:45,0
2013-07-11 06:17:22,0
2013-07-11 06:31:18,0
0,2013-07-11 07:02:36
2013-07-11 07:38:55,0
2013-07-11 08:07:33,0
2013-07-11 08:07:34,0
2013-07-11 08:10:03,0
2013-07-11 08:14:00,0
2013-07-11 08:35:49,0
0,2013-07-11 08:52:19
2013-07-11 08:45:18,0
0,2013-07-11 09:12:44
2013-07-11 09:10:20,0
0,2013-07-11 09:26:27
2013-07-11 09:33:55,0
2013-07-11 09:46:37,0
2013-07-11 09:46:55,0
2013-07-11 09:54:09,0
2013-07-11 10:04:46,0
0,2013-07-11 10:21:22
2013-07-11 10:27:45,0
2013-07-11 10:31:01,0
2013-07-11 10:37:22,0
2013-07-11 10:37:44,0
2013-07-11 10:57:12,0
2013-07-11 11:45:16,0
2013-07-11 11:50:16,0
2013-07-11 12:10:17,0
0,2013-07-11 12:37:13
2013-07-11 12:12:40,0
2013-07-11 12:30:22,0
2013-07-11 12:37:43,0
0,2013-07-11 13:00:12
2013-07-11 13:33:03,0
0,2013-07-11 14:02:32
0,2013-07-11 14:31:24
2013-07-11 14:09:34,0
0,2013-07-11 14:40:36
2013-07-11 14:40:41,0
0,2013-07-11 14:58:37
2013-07-11 15:31:51,0
0,2013-07-11 15:52:27
