arrivalTime,departureTime
0,2013-07-01 00:13:47
2013-07-01 00:38:16,0
2013-07-01 00:49:18,0
2013-07-01 00:52:06,0
2013-07-01 00:52:30,0
0,2013-07-01 01:26:08
2013-07-01 00:59:11,0
0,2013-07-01 01:14:49
0,2013-07-01 01:23:45
0,2013-07-01 01:39:53
0,2013-07-01 01:27:12
2013-07-01 01:26:18,0
0,2013-07-01 01:30:41
0,2013-07-01 01:30:32
0,2013-07-01 02:11:49
0,2013-07-01 06:50:00
0,2013-07-01 07:44:39
2013-07-01 07:22:45,0
2013-07-01 07:25:49,0
2013-07-01 07:28:34,0
2013-07-01 07:41:17,0
2013-07-01 08:01:40,0
2013-07-01 08:09:24,0
2013-07-01 08:16:52,0
2013-07-01 08:18:04,0
2013-07-01 08:24:15,0
2013-07-01 08:36:05,0
0,2013-07-01 08:43:52
2013-07-01 08:39:03,0
0,2013-07-01 08:44:17
0,2013-07-01 08:51:56
2013-07-01 08:51:03,0
2013-07-01 08:53:46,0
2013-07-01 08:56:36,0
2013-07-01 08:56:46,0
2013-07-01 09:03:43,0
0,2013-07-01 09:24:20
2013-07-01 09:17:21,0
2013-07-01 09:38:36,0
0,2013-07-01 10:29:07
2013-07-01 09:49:53,0
0,2013-07-01 10:43:43
0,2013-07-01 11:02:27
0,2013-07-01 11:02:29
2013-07-01 10:47:22,0
2013-07-01 11:04:56,0
2013-07-01 12:15:35,0
2013-07-01 12:47:59,0
0,2013-07-01 13:07:40
2013-07-01 12:54:32,0
0,2013-07-01 13:27:30
0,2013-07-01 13:27:28
0,2013-07-01 13:17:09
2013-07-01 13:41:00,0
2013-07-01 13:41:49,0
2013-07-01 13:50:30,0
2013-07-01 14:26:36,0
2013-07-01 14:52:33,0
0,2013-07-01 15:06:46
2013-07-01 15:08:09,0
0,2013-07-01 15:42:12
2013-07-01 15:29:17,0
2013-07-01 16:13:34,0
2013-07-01 16:36:06,0
0,2013-07-01 16:52:59
2013-07-01 16:56:54,0
0,2013-07-01 17:12:40
2013-07-01 17:23:12,0
0,2013-07-01 17:50:36
0,2013-07-01 17:59:54
0,2013-07-01 18:05:27
0,2013-07-01 18:30:21
2013-07-01 18:02:26,0
2013-07-01 18:08:52,0
0,2013-07-01 18:20:02
0,2013-07-01 18:20:14
0,2013-07-01 19:32:00
0,2013-07-01 18:45:28
0,2013-07-01 18:46:27
2013-07-01 18:32:32,0
0,2013-07-01 18:50:22
0,2013-07-01 18:55:53
2013-07-01 18:48:05,0
2013-07-01 18:48:55,0
2013-07-01 18:54:16,0
0,2013-07-01 19:16:02
2013-07-01 18:58:15,0
0,2013-07-01 20:25:53
0,2013-07-01 19:23:28
2013-07-01 19:06:27,0
2013-07-01 19:16:19,0
0,2013-07-01 19:38:08
0,2013-07-01 19:33:40
2013-07-01 19:22:29,0
0,2013-07-01 19:50:16
2013-07-01 19:23:11,0
2013-07-01 19:24:50,0
0,2013-07-01 19:37:38
