arrivalTime,departureTime
2013-07-01 00:01:04,0
2013-07-01 00:01:59,0
0,2013-07-01 00:10:46
0,2013-07-01 01:25:15
0,2013-07-01 01:25:30
0,2013-07-01 05:02:34
2013-07-01 05:48:21,0
0,2013-07-01 06:38:41
0,2013-07-01 06:45:35
0,2013-07-01 06:46:35
2013-07-01 06:47:47,0
2013-07-01 07:11:46,0
0,2013-07-01 07:30:41
2013-07-01 07:13:30,0
0,2013-07-01 07:43:11
0,2013-07-01 07:37:51
0,2013-07-01 07:35:12
2013-07-01 07:42:55,0
0,2013-07-01 07:55:47
0,2013-07-01 08:08:10
2013-07-01 07:53:56,0
2013-07-01 07:53:59,0
2013-07-01 07:58:52,0
2013-07-01 08:03:14,0
2013-07-01 08:07:14,0
2013-07-01 08:09:13,0
0,2013-07-01 08:18:05
0,2013-07-01 08:20:09
0,2013-07-01 08:29:43
2013-07-01 08:20:27,0
0,2013-07-01 08:27:48
2013-07-01 08:22:13,0
0,2013-07-01 08:36:09
2013-07-01 08:23:45,0
2013-07-01 08:25:19,0
2013-07-01 08:30:25,0
0,2013-07-01 08:37:48
0,2013-07-01 08:54:44
0,2013-07-01 08:37:47
2013-07-01 08:37:16,0
0,2013-07-01 08:45:30
0,2013-07-01 09:04:10
0,2013-07-01 08:44:05
2013-07-01 08:44:37,0
0,2013-07-01 08:59:23
0,2013-07-01 08:52:30
0,2013-07-01 08:53:14
2013-07-01 08:50:18,0
0,2013-07-01 09:14:04
2013-07-01 08:50:39,0
0,2013-07-01 09:03:05
0,2013-07-01 09:05:25
2013-07-01 09:02:12,0
2013-07-01 09:03:56,0
2013-07-01 09:06:01,0
0,2013-07-01 09:15:44
2013-07-01 09:16:12,0
0,2013-07-01 09:23:44
2013-07-01 09:20:18,0
2013-07-01 09:27:02,0
0,2013-07-01 09:42:18
0,2013-07-01 09:42:17
0,2013-07-01 09:35:38
2013-07-01 09:34:34,0
2013-07-01 09:37:06,0
2013-07-01 09:38:11,0
0,2013-07-01 09:46:42
0,2013-07-01 10:06:05
2013-07-01 10:22:59,0
0,2013-07-01 10:31:55
0,2013-07-01 10:32:05
0,2013-07-01 10:33:41
2013-07-01 10:33:56,0
0,2013-07-01 10:39:20
0,2013-07-01 10:49:36
0,2013-07-01 10:49:38
0,2013-07-01 11:01:48
0,2013-07-01 10:51:50
0,2013-07-01 10:57:57
2013-07-01 10:55:53,0
2013-07-01 11:20:20,0
0,2013-07-01 12:04:06
0,2013-07-01 12:18:02
0,2013-07-01 12:20:57
0,2013-07-01 12:25:26
2013-07-01 12:32:36,0
2013-07-01 12:34:12,0
2013-07-01 12:38:06,0
2013-07-01 12:52:27,0
0,2013-07-01 12:59:20
2013-07-01 13:26:50,0
2013-07-01 13:27:35,0
0,2013-07-01 13:45:53
0,2013-07-01 13:55:04
2013-07-01 14:06:45,0
0,2013-07-01 14:17:22
0,2013-07-01 14:15:57
2013-07-01 14:11:20,0
2013-07-01 14:14:54,0
0,2013-07-01 14:22:55
2013-07-01 14:18:27,0
0,2013-07-01 14:54:54
0,2013-07-01 15:13:01
2013-07-01 15:35:11,0
2013-07-01 15:39:31,0
0,2013-07-01 15:56:06
2013-07-01 15:49:50,0
0,2013-07-01 15:59:30
2013-07-01 16:05:41,0
0,2013-07-01 16:23:20
2013-07-01 16:27:14,0
2013-07-01 16:35:12,0
2013-07-01 16:35:29,0
0,2013-07-01 16:50:13
0,2013-07-01 16:48:51
0,2013-07-01 16:48:49
2013-07-01 16:40:33,0
0,2013-07-01 16:54:32
0,2013-07-01 17:05:28
2013-07-01 16:52:32,0
2013-07-01 16:54:29,0
0,2013-07-01 17:22:10
2013-07-01 17:02:01,0
0,2013-07-01 17:15:15
0,2013-07-01 17:12:11
2013-07-01 17:13:26,0
0,2013-07-01 17:22:45
2013-07-01 17:15:26,0
2013-07-01 17:18:03,0
0,2013-07-01 17:27:12
0,2013-07-01 17:32:02
2013-07-01 17:24:23,0
0,2013-07-01 17:37:09
0,2013-07-01 17:50:02
0,2013-07-01 17:45:03
0,2013-07-01 17:56:03
0,2013-07-01 17:55:41
0,2013-07-01 17:48:21
0,2013-07-01 17:54:36
0,2013-07-01 18:08:10
0,2013-07-01 18:26:47
0,2013-07-01 18:19:06
2013-07-01 18:05:26,0
0,2013-07-01 18:13:26
2013-07-01 18:12:25,0
2013-07-01 18:12:44,0
2013-07-01 18:12:45,0
2013-07-01 18:13:14,0
2013-07-01 18:14:14,0
0,2013-07-01 18:28:17
2013-07-01 18:15:09,0
2013-07-01 18:16:11,0
2013-07-01 18:16:51,0
2013-07-01 18:18:07,0
0,2013-07-01 18:34:47
2013-07-01 18:19:44,0
0,2013-07-01 18:29:55
0,2013-07-01 18:58:37
0,2013-07-01 18:39:55
2013-07-01 18:30:50,0
2013-07-01 18:32:12,0
2013-07-01 18:33:15,0
2013-07-01 18:36:16,0
0,2013-07-01 18:42:40
2013-07-01 18:39:40,0
2013-07-01 18:39:40,0
0,2013-07-01 18:53:20
0,2013-07-01 18:56:52
0,2013-07-01 18:46:34
2013-07-01 18:40:49,0
0,2013-07-01 18:47:11
2013-07-01 18:41:03,0
2013-07-01 18:44:11,0
2013-07-01 18:45:02,0
0,2013-07-01 18:53:38
2013-07-01 18:52:27,0
0,2013-07-01 19:13:33
2013-07-01 18:54:21,0
0,2013-07-01 18:57:38
0,2013-07-01 19:14:55
0,2013-07-01 19:10:36
2013-07-01 19:03:16,0
0,2013-07-01 19:12:39
2013-07-01 19:06:51,0
2013-07-01 19:07:39,0
0,2013-07-01 19:21:53
2013-07-01 19:12:55,0
2013-07-01 19:13:30,0
0,2013-07-01 19:27:19
0,2013-07-01 19:31:04
0,2013-07-01 19:24:03
2013-07-01 19:20:13,0
0,2013-07-01 19:28:55
2013-07-01 19:25:16,0
0,2013-07-01 19:33:49
2013-07-01 19:30:50,0
2013-07-01 19:31:10,0
2013-07-01 19:31:55,0
2013-07-01 19:41:14,0
0,2013-07-01 19:51:55
0,2013-07-01 20:27:49
2013-07-01 19:46:18,0
2013-07-01 19:46:23,0
2013-07-01 19:47:35,0
2013-07-01 19:47:58,0
0,2013-07-01 20:05:33
2013-07-01 19:57:25,0
0,2013-07-01 20:23:11
2013-07-01 20:03:50,0
2013-07-01 20:06:39,0
2013-07-01 20:10:57,0
0,2013-07-01 20:28:23
2013-07-01 20:13:10,0
0,2013-07-01 20:28:11
