arrivalTime,departureTime
2013-07-01 00:18:51,0
2013-07-01 00:41:42,0
2013-07-01 01:27:51,0
2013-07-01 03:26:33,0
2013-07-01 04:10:32,0
0,2013-07-01 05:04:17
0,2013-07-01 07:06:20
0,2013-07-01 07:01:17
2013-07-01 06:55:29,0
2013-07-01 07:37:12,0
0,2013-07-01 07:58:06
2013-07-01 07:58:05,0
0,2013-07-01 08:15:17
2013-07-01 08:16:35,0
2013-07-01 08:22:25,0
2013-07-01 08:25:28,0
0,2013-07-01 08:35:37
2013-07-01 08:36:08,0
2013-07-01 08:43:20,0
0,2013-07-01 09:29:16
2013-07-01 09:21:18,0
0,2013-07-01 09:50:23
2013-07-01 09:42:43,0
2013-07-01 10:37:09,0
0,2013-07-01 10:57:23
0,2013-07-01 11:21:33
0,2013-07-01 10:59:47
2013-07-01 11:48:56,0
0,2013-07-01 12:35:54
2013-07-01 12:33:48,0
0,2013-07-01 12:42:28
0,2013-07-01 13:01:12
0,2013-07-01 12:59:28
0,2013-07-01 13:21:46
2013-07-01 13:31:15,0
0,2013-07-01 15:02:11
0,2013-07-01 20:01:29
2013-07-01 15:19:22,0
2013-07-01 15:19:41,0
2013-07-01 15:35:15,0
2013-07-01 15:35:16,0
0,2013-07-01 15:55:54
0,2013-07-01 15:55:56
0,2013-07-01 15:46:35
2013-07-01 16:02:38,0
2013-07-01 16:28:56,0
0,2013-07-01 16:43:05
2013-07-01 16:35:55,0
2013-07-01 16:41:55,0
2013-07-01 16:48:22,0
0,2013-07-01 17:07:34
0,2013-07-01 17:13:47
0,2013-07-01 17:11:31
0,2013-07-01 17:20:02
2013-07-01 17:41:59,0
0,2013-07-01 18:30:54
0,2013-07-01 18:04:10
0,2013-07-01 18:00:27
0,2013-07-01 18:06:37
2013-07-01 17:58:42,0
0,2013-07-01 18:06:15
0,2013-07-01 18:11:36
2013-07-01 18:10:07,0
2013-07-01 18:12:34,0
2013-07-01 18:17:37,0
2013-07-01 18:18:41,0
0,2013-07-01 18:43:58
2013-07-01 18:31:45,0
2013-07-01 18:32:42,0
0,2013-07-01 18:38:13
0,2013-07-01 18:47:27
0,2013-07-01 18:47:00
0,2013-07-01 18:43:33
0,2013-07-01 18:50:15
0,2013-07-01 18:52:51
2013-07-01 18:46:59,0
2013-07-01 18:47:01,0
2013-07-01 18:58:58,0
2013-07-01 18:59:54,0
0,2013-07-01 19:12:59
0,2013-07-01 19:33:23
0,2013-07-01 19:09:55
