arrivalTime,departureTime
0,2013-07-01 01:04:05
2013-07-01 01:54:00,0
2013-07-01 06:30:53,0
2013-07-01 06:55:15,0
0,2013-07-01 08:43:47
2013-07-01 08:44:54,0
0,2013-07-01 09:28:36
2013-07-01 09:23:32,0
0,2013-07-01 09:37:47
0,2013-07-01 13:27:27
2013-07-01 13:34:52,0
2013-07-01 13:44:43,0
0,2013-07-01 15:13:36
0,2013-07-01 16:06:46
2013-07-01 16:53:01,0
2013-07-01 17:07:44,0
0,2013-07-01 17:15:45
2013-07-01 17:44:31,0
2013-07-01 18:12:44,0
2013-07-01 18:15:57,0
2013-07-01 18:16:35,0
0,2013-07-01 18:38:55
2013-07-01 18:29:24,0
2013-07-01 18:37:12,0
0,2013-07-01 19:06:36
0,2013-07-01 19:06:49
0,2013-07-01 19:08:24
2013-07-01 18:43:50,0
2013-07-01 18:57:11,0
2013-07-01 19:07:52,0
0,2013-07-01 19:22:14
0,2013-07-01 19:23:47
2013-07-01 19:19:11,0
0,2013-07-01 19:44:28
2013-07-01 19:40:23,0
0,2013-07-01 20:22:24
0,2013-07-01 20:37:42
2013-07-01 21:05:32,0
0,2013-07-01 21:50:19
0,2013-07-01 21:31:11
0,2013-07-01 21:52:49
0,2013-07-01 22:22:29
2013-07-01 22:22:45,0
2013-07-01 22:38:35,0
0,2013-07-02 02:28:12
2013-07-02 07:19:18,0
0,2013-07-02 07:36:12
2013-07-02 07:21:37,0
0,2013-07-02 08:12:09
2013-07-02 08:23:50,0
0,2013-07-02 08:53:04
2013-07-02 09:07:55,0
2013-07-02 09:11:26,0
0,2013-07-02 09:25:32
0,2013-07-02 09:30:34
2013-07-02 09:27:32,0
0,2013-07-02 09:52:47
2013-07-02 09:53:54,0
2013-07-02 10:05:40,0
0,2013-07-02 12:06:56
0,2013-07-02 12:10:53
0,2013-07-02 16:19:06
2013-07-02 12:06:33,0
2013-07-02 12:11:24,0
2013-07-02 12:12:51,0
2013-07-02 12:39:00,0
0,2013-07-02 12:55:42
2013-07-02 13:33:50,0
2013-07-02 13:43:57,0
0,2013-07-02 14:46:38
0,2013-07-02 14:45:02
2013-07-02 14:51:05,0
0,2013-07-02 16:52:12
2013-07-02 14:51:18,0
0,2013-07-02 16:52:26
2013-07-02 15:05:36,0
2013-07-02 15:10:45,0
0,2013-07-02 15:30:06
2013-07-02 15:24:29,0
2013-07-02 15:31:38,0
2013-07-02 15:59:53,0
2013-07-02 16:11:42,0
0,2013-07-02 16:43:28
2013-07-02 17:01:19,0
0,2013-07-02 17:48:23
2013-07-02 17:47:29,0
0,2013-07-02 18:37:57
2013-07-02 18:27:10,0
0,2013-07-02 19:00:11
0,2013-07-02 19:09:15
0,2013-07-02 19:09:16
0,2013-07-02 19:20:01
0,2013-07-02 19:27:22
2013-07-02 19:11:20,0
2013-07-02 19:11:27,0
2013-07-02 19:13:51,0
2013-07-02 19:20:03,0
0,2013-07-02 19:40:45
2013-07-02 19:27:33,0
0,2013-07-02 20:17:27
2013-07-02 19:52:50,0
2013-07-02 19:57:37,0
0,2013-07-02 21:23:53
0,2013-07-02 22:00:18
0,2013-07-03 07:48:40
2013-07-03 07:29:28,0
2013-07-03 08:01:07,0
2013-07-03 08:17:33,0
2013-07-03 08:26:43,0
2013-07-03 08:29:37,0
0,2013-07-03 08:45:26
2013-07-03 08:40:21,0
2013-07-03 08:58:51,0
0,2013-07-03 09:17:41
2013-07-03 09:11:09,0
2013-07-03 09:32:38,0
2013-07-03 10:24:11,0
2013-07-03 10:53:38,0
0,2013-07-03 11:42:17
0,2013-07-03 11:49:01
2013-07-03 11:49:33,0
0,2013-07-03 12:35:07
0,2013-07-03 12:49:35
2013-07-03 12:44:50,0
2013-07-03 12:48:47,0
2013-07-03 12:56:11,0
0,2013-07-03 15:39:47
0,2013-07-03 15:44:59
2013-07-03 15:55:52,0
0,2013-07-03 17:24:38
2013-07-03 17:13:38,0
2013-07-03 17:44:20,0
