arrivalTime,departureTime
2013-07-01 00:26:58,0
2013-07-01 00:32:55,0
0,2013-07-01 01:01:11
0,2013-07-01 03:13:59
2013-07-01 06:02:00,0
2013-07-01 06:56:27,0
2013-07-01 07:03:47,0
0,2013-07-01 07:50:11
0,2013-07-01 07:57:30
0,2013-07-01 08:09:23
0,2013-07-01 08:07:55
2013-07-01 08:10:26,0
0,2013-07-01 08:27:00
0,2013-07-01 08:39:43
2013-07-01 08:33:00,0
2013-07-01 08:33:48,0
2013-07-01 08:36:14,0
2013-07-01 08:36:29,0
0,2013-07-01 08:49:44
0,2013-07-01 08:53:38
0,2013-07-01 09:04:19
0,2013-07-01 09:01:48
0,2013-07-01 09:06:37
0,2013-07-01 09:18:39
0,2013-07-01 09:12:23
0,2013-07-01 09:11:16
0,2013-07-01 09:19:08
2013-07-01 09:27:51,0
2013-07-01 09:32:24,0
0,2013-07-01 11:51:06
2013-07-01 12:12:49,0
2013-07-01 12:37:59,0
0,2013-07-01 13:06:44
0,2013-07-01 12:56:44
2013-07-01 13:09:43,0
2013-07-01 13:13:30,0
0,2013-07-01 13:19:01
0,2013-07-01 13:26:08
0,2013-07-01 13:31:02
2013-07-01 13:51:47,0
0,2013-07-01 14:07:01
2013-07-01 14:26:41,0
2013-07-01 15:21:28,0
2013-07-01 15:25:27,0
0,2013-07-01 15:46:02
0,2013-07-01 16:20:17
0,2013-07-01 16:42:16
2013-07-01 16:52:47,0
2013-07-01 16:53:07,0
2013-07-01 17:07:24,0
2013-07-01 17:09:00,0
0,2013-07-01 17:19:02
0,2013-07-01 17:23:36
2013-07-01 17:13:51,0
0,2013-07-01 17:26:24
0,2013-07-01 17:22:39
2013-07-01 17:19:09,0
2013-07-01 17:24:03,0
0,2013-07-01 17:27:04
2013-07-01 17:24:26,0
2013-07-01 17:25:29,0
2013-07-01 17:32:49,0
0,2013-07-01 17:49:00
2013-07-01 17:42:12,0
0,2013-07-01 17:59:27
2013-07-01 17:55:19,0
0,2013-07-01 18:10:48
2013-07-01 18:10:20,0
2013-07-01 18:14:03,0
0,2013-07-01 19:04:46
0,2013-07-01 18:41:17
2013-07-01 18:36:15,0
2013-07-01 18:44:21,0
0,2013-07-01 18:46:03
2013-07-01 18:53:56,0
2013-07-01 18:54:05,0
